sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_charge_degree,is_recid,is_violent_recid,type_of_assessment,decile_score.1,score_text,v_type_of_assessment,v_decile_score,v_score_text,start,end,event,two_year_recid
Male,21,Less than 25,African-American,0,7,0,0,1,-21.0,F,1,0,Risk of Recidivism,7,Medium,Risk of Violence,8,High,0,328,1,1
Male,23,Less than 25,African-American,0,4,0,0,0,-1.0,M,1,0,Risk of Recidivism,4,Low,Risk of Violence,5,Medium,1,750,1,0
Female,49,Greater than 45,African-American,0,1,0,0,1,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,787,0,0
Male,23,Less than 25,African-American,0,10,0,0,3,-1.0,F,1,0,Risk of Recidivism,10,High,Risk of Violence,8,High,52,142,0,1
Male,24,Less than 25,African-American,0,5,0,0,1,-1.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,7,Medium,74,196,1,1
Female,21,Less than 25,African-American,0,4,0,0,1,-1.0,F,1,0,Risk of Recidivism,4,Low,Risk of Violence,5,Medium,0,523,1,1
Female,37,25 - 45,Caucasian,0,6,0,0,7,-30.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,2,Low,0,35,1,1
Male,28,25 - 45,Caucasian,0,2,0,0,2,-1.0,F,1,1,Risk of Recidivism,2,Low,Risk of Violence,3,Low,9,363,1,1
Male,42,25 - 45,Caucasian,0,4,0,0,2,-43.0,M,0,0,Risk of Recidivism,4,Low,Risk of Violence,5,Medium,0,906,0,0
Male,23,Less than 25,Other,0,6,2,0,7,0.0,F,1,1,Risk of Recidivism,6,Medium,Risk of Violence,8,High,9,109,1,1
Female,24,Less than 25,African-American,0,6,0,0,2,-1.0,F,1,1,Risk of Recidivism,6,Medium,Risk of Violence,4,Low,0,154,1,1
Male,31,25 - 45,Caucasian,0,7,0,0,0,0.0,F,0,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,0,800,0,0
Male,24,Less than 25,African-American,1,10,0,0,2,-1.0,M,1,0,Risk of Recidivism,10,High,Risk of Violence,9,High,0,392,1,1
Male,25,25 - 45,African-American,0,2,0,0,1,-1.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,0,255,0,0
Male,33,25 - 45,African-American,0,1,0,0,1,-1.0,M,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,147,1,1
Male,26,25 - 45,African-American,1,10,3,0,24,-1.0,M,1,1,Risk of Recidivism,10,High,Risk of Violence,10,High,85,444,1,1
Male,27,25 - 45,African-American,0,7,0,0,1,-1.0,F,0,0,Risk of Recidivism,7,Medium,Risk of Violence,4,Low,5,1079,0,0
Male,26,25 - 45,Caucasian,0,2,0,0,3,-123.0,M,0,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,0,939,0,0
Male,46,Greater than 45,Caucasian,0,1,0,0,0,-1.0,F,1,1,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,151,0,0
Female,38,25 - 45,Caucasian,0,6,0,0,1,-1.0,M,1,1,Risk of Recidivism,6,Medium,Risk of Violence,4,Low,0,458,1,1
Female,24,Less than 25,African-American,0,5,0,0,0,-1.0,M,0,0,Risk of Recidivism,5,Medium,Risk of Violence,5,Medium,0,1143,0,0
Female,38,25 - 45,African-American,0,4,0,0,0,-1.0,M,0,0,Risk of Recidivism,4,Low,Risk of Violence,1,Low,0,740,0,0
Male,27,25 - 45,African-American,0,9,0,0,7,-1.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,6,Medium,3,51,1,1
Male,48,Greater than 45,African-American,0,3,0,0,6,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,1,859,0,0
Female,31,25 - 45,Caucasian,0,4,0,0,2,-28.0,F,1,0,Risk of Recidivism,4,Low,Risk of Violence,1,Low,0,51,0,1
Male,28,25 - 45,African-American,0,5,0,0,5,-1.0,M,1,0,Risk of Recidivism,5,Medium,Risk of Violence,7,Medium,51,174,1,1
Male,30,25 - 45,Hispanic,0,9,0,0,7,-1.0,F,0,0,Risk of Recidivism,9,High,Risk of Violence,7,Medium,0,877,0,0
Male,25,25 - 45,Caucasian,0,5,0,1,6,-1.0,M,1,0,Risk of Recidivism,5,Medium,Risk of Violence,4,Low,0,31,1,1
Male,27,25 - 45,African-American,0,10,0,0,8,53.0,F,1,1,Risk of Recidivism,10,High,Risk of Violence,9,High,0,53,1,1
Male,55,Greater than 45,Caucasian,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,1127,0,0
Male,40,25 - 45,African-American,0,7,0,0,5,0.0,F,1,1,Risk of Recidivism,7,Medium,Risk of Violence,7,Medium,30,419,1,1
Male,21,Less than 25,African-American,0,4,0,0,0,-1.0,F,1,0,Risk of Recidivism,4,Low,Risk of Violence,6,Medium,0,112,0,1
Male,50,Greater than 45,Caucasian,0,7,0,0,26,-92.0,F,1,0,Risk of Recidivism,7,Medium,Risk of Violence,2,Low,0,157,1,1
Male,28,25 - 45,African-American,0,7,1,0,10,-1.0,F,1,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,243,503,1,1
Male,20,Less than 25,African-American,0,9,1,0,2,-16.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,7,Medium,0,15,1,1
Male,33,25 - 45,Native American,1,7,0,0,9,72.0,M,1,1,Risk of Recidivism,7,Medium,Risk of Violence,9,High,0,72,1,1
Male,31,25 - 45,African-American,5,9,0,0,10,-1.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,6,Medium,4,116,1,1
Female,57,Greater than 45,African-American,0,1,0,0,0,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,77,1177,0,0
Male,25,25 - 45,African-American,0,2,0,0,0,-1.0,M,0,0,Risk of Recidivism,2,Low,Risk of Violence,4,Low,6,927,0,0
Male,22,Less than 25,African-American,0,8,4,0,7,-11.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,9,High,0,195,1,1
Male,31,25 - 45,African-American,0,3,0,0,3,-1.0,F,1,1,Risk of Recidivism,3,Low,Risk of Violence,2,Low,15,224,1,1
Male,43,25 - 45,African-American,0,4,0,0,7,0.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,1,788,0,0
Female,25,25 - 45,Caucasian,0,4,0,0,0,-1.0,M,0,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,0,723,0,0
Male,39,25 - 45,Hispanic,0,2,0,0,1,-1.0,M,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,1173,0,0
Male,40,25 - 45,African-American,0,1,0,0,1,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,933,0,0
Male,20,Less than 25,African-American,0,5,0,0,0,-1.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,7,Medium,1,615,1,1
Male,35,25 - 45,African-American,0,7,0,0,2,-1.0,M,0,0,Risk of Recidivism,7,Medium,Risk of Violence,4,Low,0,1171,0,0
Male,34,25 - 45,African-American,0,1,0,0,1,-1.0,M,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,7,1,1
Male,27,25 - 45,Caucasian,0,9,0,1,18,-1.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,10,High,0,92,1,1
Male,37,25 - 45,Hispanic,0,5,0,0,1,-159.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,0,161,1,1
Female,38,25 - 45,African-American,0,1,0,0,3,0.0,F,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,75,1,1
Male,21,Less than 25,Caucasian,0,7,0,0,0,-1.0,F,1,0,Risk of Recidivism,7,Medium,Risk of Violence,7,Medium,0,355,1,1
Male,25,25 - 45,African-American,0,1,0,0,0,-1.0,M,1,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,0,114,1,1
Male,53,Greater than 45,African-American,0,6,0,0,6,-1.0,M,1,0,Risk of Recidivism,6,Medium,Risk of Violence,3,Low,7,18,1,1
Female,50,Greater than 45,African-American,0,3,0,0,4,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,12,410,0,0
Female,23,Less than 25,Caucasian,0,6,0,0,1,0.0,M,0,0,Risk of Recidivism,6,Medium,Risk of Violence,4,Low,1,737,0,0
Male,27,25 - 45,African-American,1,4,0,0,2,165.0,F,1,0,Risk of Recidivism,4,Low,Risk of Violence,5,Medium,0,165,1,1
Male,22,Less than 25,Other,0,5,0,0,0,-1.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,6,Medium,6,239,1,1
Male,27,25 - 45,Caucasian,0,3,0,0,0,0.0,M,1,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,0,652,1,1
Male,29,25 - 45,African-American,0,8,0,0,5,0.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,7,Medium,0,606,1,1
Male,38,25 - 45,African-American,0,1,0,0,1,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,3,893,0,0
Female,54,Greater than 45,Caucasian,0,2,0,0,2,-3.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,830,0,0
Male,26,25 - 45,African-American,0,10,0,0,1,0.0,F,1,0,Risk of Recidivism,10,High,Risk of Violence,10,High,57,61,1,1
Male,37,25 - 45,African-American,1,8,8,5,23,-1.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,6,Medium,1,74,0,1
Male,36,25 - 45,African-American,0,10,2,1,25,0.0,M,1,0,Risk of Recidivism,10,High,Risk of Violence,3,Low,1,31,0,1
Male,28,25 - 45,African-American,0,10,0,0,18,-1.0,F,1,1,Risk of Recidivism,10,High,Risk of Violence,7,Medium,11,113,0,1
Male,49,Greater than 45,African-American,0,1,0,0,1,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,1105,0,0
Male,36,25 - 45,African-American,0,7,0,0,11,-1.0,F,1,0,Risk of Recidivism,7,Medium,Risk of Violence,3,Low,0,936,1,0
Female,41,25 - 45,Caucasian,0,3,0,0,0,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,0,1057,0,0
Male,26,25 - 45,Hispanic,0,7,0,1,9,0.0,F,1,0,Risk of Recidivism,7,Medium,Risk of Violence,5,Medium,1,265,0,1
Male,40,25 - 45,Caucasian,1,9,0,0,9,-1.0,F,0,0,Risk of Recidivism,9,High,Risk of Violence,6,Medium,0,877,0,0
Male,29,25 - 45,Caucasian,0,8,0,1,8,-54.0,M,0,0,Risk of Recidivism,8,High,Risk of Violence,4,Low,0,847,0,0
Male,21,Less than 25,African-American,1,10,0,0,7,-1.0,F,1,0,Risk of Recidivism,10,High,Risk of Violence,10,High,10,331,0,1
Male,22,Less than 25,Other,0,2,0,0,0,-1.0,F,1,0,Risk of Recidivism,2,Low,Risk of Violence,4,Low,0,192,1,1
Male,33,25 - 45,Caucasian,0,1,0,0,0,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,242,0,0
Male,26,25 - 45,African-American,0,7,0,0,7,-19.0,F,0,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,0,247,0,0
Female,27,25 - 45,African-American,0,3,0,0,0,-1.0,M,1,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,3,628,1,1
Male,35,25 - 45,African-American,0,2,0,0,1,-1.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,973,0,0
Male,27,25 - 45,African-American,0,2,0,0,3,-1.0,M,0,0,Risk of Recidivism,2,Low,Risk of Violence,4,Low,0,761,0,0
Male,37,25 - 45,Hispanic,0,1,0,0,3,-1.0,M,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,540,1,1
Female,31,25 - 45,African-American,0,5,0,0,3,-1.0,F,0,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,61,74,0,0
Male,36,25 - 45,African-American,1,8,0,0,26,-1.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,4,Low,0,141,1,1
Female,32,25 - 45,Other,0,2,0,0,0,-1.0,M,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,1,881,0,0
Male,50,Greater than 45,Caucasian,0,1,0,0,1,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1096,0,0
Male,52,Greater than 45,Caucasian,0,1,0,0,1,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1127,0,0
Male,24,Less than 25,African-American,0,4,0,0,1,-1.0,M,0,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,1,1151,0,0
Male,38,25 - 45,African-American,0,4,0,0,0,0.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,1,725,0,0
Male,54,Greater than 45,African-American,0,8,0,0,11,-1.0,F,0,0,Risk of Recidivism,8,High,Risk of Violence,3,Low,0,1100,0,0
Male,71,Greater than 45,Caucasian,0,2,0,0,13,-1.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,957,0,0
Male,27,25 - 45,African-American,0,7,4,4,9,-1.0,F,1,0,Risk of Recidivism,7,Medium,Risk of Violence,3,Low,0,59,1,1
Female,39,25 - 45,Caucasian,0,4,0,0,1,-1.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,1,Low,38,935,0,0
Male,34,25 - 45,Other,0,2,0,0,1,0.0,M,1,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,174,1,1
Male,23,Less than 25,Other,0,8,0,0,0,-1.0,M,1,0,Risk of Recidivism,8,High,Risk of Violence,5,Medium,4,23,1,1
Male,46,Greater than 45,African-American,1,4,0,0,8,261.0,M,1,0,Risk of Recidivism,4,Low,Risk of Violence,5,Medium,0,260,1,1
Female,36,25 - 45,African-American,0,6,0,0,5,0.0,F,1,1,Risk of Recidivism,6,Medium,Risk of Violence,4,Low,1,74,0,1
Male,55,Greater than 45,African-American,0,1,0,0,0,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,837,0,0
Male,27,25 - 45,Caucasian,0,4,0,0,0,0.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,9,884,0,0
Male,23,Less than 25,African-American,0,4,0,3,2,0.0,F,1,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,0,401,1,1
Male,20,Less than 25,African-American,1,7,0,0,1,-1.0,F,1,0,Risk of Recidivism,7,Medium,Risk of Violence,7,Medium,0,35,0,1
Female,31,25 - 45,African-American,0,8,2,0,10,-3.0,F,0,0,Risk of Recidivism,8,High,Risk of Violence,4,Low,0,493,0,0
Male,24,Less than 25,Caucasian,0,9,0,0,8,0.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,9,High,37,932,1,0
Female,37,25 - 45,Caucasian,0,8,0,0,2,-1.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,2,Low,0,83,1,1
Male,25,25 - 45,African-American,0,6,0,0,0,-41.0,M,1,0,Risk of Recidivism,6,Medium,Risk of Violence,7,Medium,0,240,1,1
Male,26,25 - 45,Caucasian,0,3,0,0,0,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,0,1092,0,0
Male,33,25 - 45,Hispanic,0,2,0,0,3,-51.0,M,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,1087,0,0
Male,29,25 - 45,Caucasian,0,2,0,0,0,-1.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,0,1082,0,0
Male,41,25 - 45,African-American,0,1,0,0,4,0.0,M,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,471,1,1
Male,37,25 - 45,African-American,0,1,0,0,0,-1.0,F,1,1,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,508,1,1
Male,46,Greater than 45,Caucasian,0,3,0,0,2,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,0,379,0,0
Female,56,Greater than 45,Caucasian,0,5,0,0,10,-1.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,4,Low,40,74,1,1
Male,23,Less than 25,African-American,0,3,0,0,0,-1.0,F,1,0,Risk of Recidivism,3,Low,Risk of Violence,5,Medium,0,285,0,1
Female,23,Less than 25,African-American,0,5,0,0,1,-2.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,5,Medium,0,113,1,1
Male,25,25 - 45,African-American,0,8,0,0,0,0.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,6,Medium,0,144,1,1
Male,24,Less than 25,African-American,0,7,0,0,1,-1.0,F,1,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,0,196,1,1
Male,35,25 - 45,African-American,0,10,0,0,27,-103.0,F,0,0,Risk of Recidivism,10,High,Risk of Violence,6,Medium,0,822,0,0
Male,26,25 - 45,Hispanic,0,2,0,0,1,-24.0,M,1,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,0,445,1,1
Male,24,Less than 25,Caucasian,0,7,0,0,2,-1.0,F,1,0,Risk of Recidivism,7,Medium,Risk of Violence,5,Medium,9,203,1,1
Male,23,Less than 25,African-American,0,9,0,0,0,-1.0,F,1,1,Risk of Recidivism,9,High,Risk of Violence,6,Medium,14,28,1,1
Male,43,25 - 45,Caucasian,0,1,0,0,2,-26.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1115,0,0
Female,53,Greater than 45,Caucasian,0,1,0,0,0,-2.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,931,0,0
Male,24,Less than 25,African-American,0,6,0,0,1,-1.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,5,Medium,57,346,1,1
Male,28,25 - 45,African-American,0,4,0,0,0,0.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,5,Medium,0,1115,0,0
Male,21,Less than 25,Caucasian,0,3,0,0,1,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,5,Medium,0,1079,0,0
Male,31,25 - 45,Other,0,2,0,0,0,-1.0,M,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,8,843,0,0
Male,33,25 - 45,Caucasian,0,7,0,0,3,0.0,F,1,0,Risk of Recidivism,7,Medium,Risk of Violence,4,Low,1,86,1,1
Female,35,25 - 45,African-American,0,1,0,0,1,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,752,0,0
Male,55,Greater than 45,Caucasian,0,3,0,0,3,0.0,M,0,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,1,1091,0,0
Male,50,Greater than 45,Hispanic,0,5,0,0,9,-1.0,M,1,0,Risk of Recidivism,5,Medium,Risk of Violence,6,Medium,28,131,0,1
Male,28,25 - 45,African-American,0,3,0,0,0,-2.0,M,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,0,996,0,0
Male,44,25 - 45,Caucasian,0,1,0,0,0,-1.0,M,1,1,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,706,1,1
Female,48,Greater than 45,Caucasian,0,1,0,0,2,-66.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,913,0,0
Male,19,Less than 25,African-American,2,10,1,1,3,22.0,F,1,0,Risk of Recidivism,10,High,Risk of Violence,10,High,0,22,0,1
Male,23,Less than 25,Other,0,7,0,0,2,-1.0,M,0,0,Risk of Recidivism,7,Medium,Risk of Violence,9,High,44,153,0,0
Male,24,Less than 25,African-American,0,8,0,1,3,0.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,7,Medium,0,293,1,1
Male,50,Greater than 45,Caucasian,0,3,0,0,2,0.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,6,Medium,1,843,0,0
Male,31,25 - 45,African-American,0,4,0,0,0,0.0,M,0,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,22,1071,0,0
Female,28,25 - 45,Caucasian,0,4,0,0,0,-1.0,F,1,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,0,172,0,1
Male,42,25 - 45,Caucasian,0,1,0,0,0,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,863,0,0
Male,21,Less than 25,African-American,0,9,0,0,0,0.0,M,1,0,Risk of Recidivism,9,High,Risk of Violence,6,Medium,97,285,1,1
Male,21,Less than 25,Caucasian,0,8,0,0,0,0.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,5,Medium,0,64,1,1
Male,24,Less than 25,Other,0,4,0,0,0,-1.0,M,1,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,0,128,0,1
Male,31,25 - 45,Caucasian,0,5,0,0,3,-1.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,1,135,1,1
Male,23,Less than 25,Hispanic,0,3,0,0,0,0.0,M,0,0,Risk of Recidivism,3,Low,Risk of Violence,5,Medium,2,1180,0,0
Male,27,25 - 45,Caucasian,0,9,0,0,0,0.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,8,High,0,218,1,1
Male,32,25 - 45,Other,0,2,0,0,0,0.0,M,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,844,0,0
Male,75,Greater than 45,Caucasian,0,4,0,0,1,-35.0,F,1,0,Risk of Recidivism,4,Low,Risk of Violence,1,Low,0,653,1,1
Male,28,25 - 45,African-American,0,5,0,0,7,-1.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,77,377,1,1
Male,67,Greater than 45,Caucasian,0,1,0,0,0,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1068,0,0
Female,32,25 - 45,African-American,0,7,0,0,11,0.0,F,0,0,Risk of Recidivism,7,Medium,Risk of Violence,4,Low,0,835,0,0
Male,44,25 - 45,African-American,0,4,0,0,7,0.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,1,622,0,0
Male,25,25 - 45,African-American,0,4,0,0,1,-24.0,F,1,0,Risk of Recidivism,4,Low,Risk of Violence,5,Medium,0,42,1,1
Female,30,25 - 45,African-American,0,8,0,0,15,0.0,M,1,0,Risk of Recidivism,8,High,Risk of Violence,4,Low,1,451,0,1
Male,28,25 - 45,Caucasian,0,4,1,0,9,-1.0,M,0,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,0,101,0,0
Male,27,25 - 45,African-American,0,6,0,0,0,0.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,3,20,0,1
Male,36,25 - 45,African-American,0,4,0,0,4,-215.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,2,Low,0,758,0,0
Male,36,25 - 45,Other,0,2,0,0,8,-1.0,M,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,1,288,0,0
Female,25,25 - 45,Caucasian,0,4,0,0,0,0.0,M,0,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,2,1045,0,0
Male,31,25 - 45,Caucasian,0,5,0,0,5,-1.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,2,Low,0,76,1,1
Male,30,25 - 45,Caucasian,0,1,0,0,0,0.0,M,1,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,0,24,1,1
Male,33,25 - 45,African-American,0,2,0,0,4,-9.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,892,0,0
Male,38,25 - 45,Hispanic,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,899,0,0
Male,26,25 - 45,African-American,0,3,0,0,1,0.0,M,1,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,0,379,1,1
Male,52,Greater than 45,Hispanic,0,3,0,0,5,-1.0,F,1,1,Risk of Recidivism,3,Low,Risk of Violence,1,Low,6,438,1,1
Female,22,Less than 25,Caucasian,0,7,0,0,2,-1.0,M,1,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,1,80,0,1
Male,50,Greater than 45,Caucasian,0,1,0,0,0,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,766,0,0
Male,37,25 - 45,African-American,0,1,0,0,4,135.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,135,0,0
Male,58,Greater than 45,Caucasian,0,1,0,0,1,-1.0,F,1,1,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,639,0,1
Male,34,25 - 45,Caucasian,0,4,0,0,3,-1.0,M,1,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,0,91,1,1
Male,32,25 - 45,Caucasian,0,1,0,0,1,0.0,F,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,123,1,1
Male,29,25 - 45,African-American,0,1,0,0,0,-1.0,M,1,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,1,446,1,1
Male,27,25 - 45,African-American,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,1,936,0,0
Male,39,25 - 45,Caucasian,0,3,0,0,5,-21.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,0,956,0,0
Male,24,Less than 25,African-American,0,3,0,0,0,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,4,Low,0,539,0,0
Male,38,25 - 45,African-American,1,7,0,0,8,-1.0,M,0,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,1,1153,0,0
Male,52,Greater than 45,Caucasian,0,2,0,0,7,-23.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,851,0,0
Male,56,Greater than 45,African-American,0,2,0,0,3,-27.0,M,1,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,270,1,1
Male,46,Greater than 45,Caucasian,0,6,0,0,7,0.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,7,Medium,36,341,1,1
Male,38,25 - 45,Caucasian,0,1,0,0,5,-11.0,F,1,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,0,46,1,1
Male,47,Greater than 45,Caucasian,0,5,0,0,3,0.0,M,0,0,Risk of Recidivism,5,Medium,Risk of Violence,1,Low,63,1082,0,0
Male,32,25 - 45,Caucasian,0,1,0,0,0,-7.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,0,1081,0,0
Male,34,25 - 45,African-American,0,7,1,0,27,-1.0,M,0,0,Risk of Recidivism,7,Medium,Risk of Violence,3,Low,0,1091,0,0
Male,42,25 - 45,African-American,0,6,0,0,5,-1.0,F,0,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,2,310,0,0
Female,35,25 - 45,African-American,0,1,0,0,0,-1.0,M,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,552,1,1
Male,20,Less than 25,Caucasian,0,10,0,0,0,-1.0,F,1,0,Risk of Recidivism,10,High,Risk of Violence,10,High,6,313,1,1
Female,32,25 - 45,Caucasian,0,10,0,0,2,-1.0,F,1,0,Risk of Recidivism,10,High,Risk of Violence,4,Low,32,55,0,1
Male,21,Less than 25,Caucasian,0,5,0,1,0,-1.0,M,0,0,Risk of Recidivism,5,Medium,Risk of Violence,7,Medium,0,1088,0,0
Male,24,Less than 25,African-American,0,2,0,0,0,0.0,M,1,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,1,494,1,1
Male,24,Less than 25,African-American,0,9,0,0,1,-1.0,M,1,0,Risk of Recidivism,9,High,Risk of Violence,9,High,0,7,1,1
Male,55,Greater than 45,Hispanic,0,1,0,0,2,-32.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1025,0,0
