workclass,education,education-num,marital-status,occupation,relationship,capital-gain,capital-loss,hours-per-week,native-country,race
Federal-gov,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,0,0,50,United-States,White
State-gov,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,White
Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,0,0,36,United-States,White
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,50,United-States,White
Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,White
Private,Bachelors,13,Never-married,Prof-specialty,Own-child,0,0,40,United-States,Asian-Pac-Islander
Private,Some-college,10,Never-married,Craft-repair,Not-in-family,0,0,40,United-States,White
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,45,United-States,White
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,15024,0,40,United-States,Amer-Indian-Eskimo
Private,Bachelors,13,Married-spouse-absent,Exec-managerial,Unmarried,0,0,40,United-States,White
Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,White
Private,Some-college,10,Never-married,Other-service,Not-in-family,0,1408,40,United-States,White
Private,11th,7,Married-spouse-absent,Transport-moving,Own-child,0,0,36,Mexico,White
Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,White
Private,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,0,0,50,United-States,White
Private,12th,8,Never-married,Sales,Own-child,0,0,6,United-States,White
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,White
Private,HS-grad,9,Never-married,Transport-moving,Own-child,0,0,24,United-States,Black
State-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,1831,0,38,United-States,White
Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,50,United-States,White
Private,Masters,14,Never-married,Prof-specialty,Not-in-family,0,0,42,United-States,Black
Self-emp-not-inc,Prof-school,15,Divorced,Prof-specialty,Unmarried,0,0,60,United-States,White
Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,White
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,White
Private,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,0,0,40,United-States,White
Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,7688,0,46,United-States,White
Local-gov,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,0,0,40,United-States,Black
Private,HS-grad,9,Never-married,Transport-moving,Own-child,0,0,40,United-States,White
Private,10th,6,Married-civ-spouse,Adm-clerical,Husband,0,0,20,United-States,White
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Other-relative,0,0,40,United-States,White
Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,0,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,7688,0,45,United-States,White
Self-emp-inc,Bachelors,13,Never-married,Farming-fishing,Not-in-family,0,0,40,United-States,White
Local-gov,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,0,0,40,United-States,Black
Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,0,0,30,United-States,White
Private,Preschool,1,Never-married,Other-service,Not-in-family,0,0,40,Laos,Asian-Pac-Islander
Private,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,38,United-States,White
Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40,United-States,White
Private,Bachelors,13,Separated,Prof-specialty,Not-in-family,4650,0,35,United-States,White
Self-emp-inc,Some-college,10,Never-married,Other-service,Own-child,0,0,35,South,Asian-Pac-Islander
Private,Some-college,10,Never-married,Transport-moving,Not-in-family,4101,0,40,United-States,White
Private,HS-grad,9,Divorced,Tech-support,Own-child,0,0,45,United-States,White
Private,HS-grad,9,Never-married,Farming-fishing,Own-child,0,0,40,United-States,White
Private,12th,8,Married-civ-spouse,Adm-clerical,Wife,3103,0,40,United-States,Black
Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,0,0,48,United-States,White
Self-emp-not-inc,11th,7,Never-married,Craft-repair,Own-child,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Transport-moving,Unmarried,0,0,40,Mexico,White
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,0,0,60,United-States,White
Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,0,0,45,United-States,White
State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,0,0,40,United-States,White
Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,0,0,50,United-States,White
Private,Some-college,10,Never-married,Sales,Not-in-family,0,0,30,United-States,White
Private,Assoc-voc,11,Widowed,Adm-clerical,Not-in-family,0,0,40,United-States,Asian-Pac-Islander
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,0,0,35,United-States,White
Private,11th,7,Married-civ-spouse,Craft-repair,Husband,5178,0,40,United-States,White
Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,0,1669,40,United-States,White
Private,HS-grad,9,Never-married,Transport-moving,Unmarried,0,0,40,United-States,Black
Private,Some-college,10,Divorced,Sales,Own-child,0,1380,70,United-States,White
Private,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Unmarried,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,15024,0,40,United-States,White
Private,Bachelors,13,Widowed,Exec-managerial,Unmarried,0,0,40,United-States,White
Self-emp-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,48,United-States,Black
Private,Bachelors,13,Never-married,Sales,Own-child,0,0,55,United-States,Asian-Pac-Islander
Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,15024,0,40,United-States,White
Private,Bachelors,13,Divorced,Sales,Not-in-family,8614,0,40,United-States,White
Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,15024,0,60,United-States,White
Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,0,0,44,United-States,White
Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,0,0,40,United-States,Black
Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Adm-clerical,Own-child,0,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,45,United-States,White
Private,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,45,Germany,White
Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,0,0,28,United-States,White
Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40,United-States,White
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,7298,0,40,United-States,White
Self-emp-not-inc,7th-8th,4,Never-married,Handlers-cleaners,Unmarried,0,0,10,United-States,Black
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,White
Local-gov,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,Black
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,20,United-States,White
Private,10th,6,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,50,United-States,White
Private,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,3411,0,45,United-States,White
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,Black
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,46,United-States,White
Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,0,2559,50,United-States,White
State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,1902,40,United-States,White
Private,HS-grad,9,Separated,Other-service,Unmarried,0,0,40,United-States,White
Self-emp-not-inc,Prof-school,15,Divorced,Prof-specialty,Not-in-family,0,0,80,United-States,White
Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,White
Self-emp-not-inc,Assoc-voc,11,Never-married,Other-service,Own-child,0,0,40,United-States,White
Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,0,0,40,United-States,White
Private,Masters,14,Never-married,Exec-managerial,Own-child,0,0,40,United-States,White
Federal-gov,11th,7,Widowed,Adm-clerical,Not-in-family,0,0,20,United-States,White
Self-emp-not-inc,Assoc-voc,11,Divorced,Other-service,Unmarried,0,0,10,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,0,0,40,United-States,Black
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,55,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,46,United-States,White
Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,0,0,55,United-States,White
Federal-gov,Bachelors,13,Widowed,Adm-clerical,Not-in-family,0,0,40,United-States,White
Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,Puerto-Rico,White
Private,10th,6,Separated,Adm-clerical,Unmarried,0,0,40,United-States,Black
Private,12th,8,Never-married,Prof-specialty,Own-child,0,0,20,United-States,White
Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,0,1741,50,United-States,White
Private,Some-college,10,Divorced,Adm-clerical,Own-child,0,0,40,United-States,White
Private,Prof-school,15,Never-married,Prof-specialty,Unmarried,27828,0,45,Germany,White
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,White
Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,0,0,40,United-States,White
Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,0,0,9,United-States,White
Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,0,0,60,United-States,White
Private,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,0,0,40,Mexico,White
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,White
Private,Assoc-voc,11,Widowed,Exec-managerial,Unmarried,0,0,40,United-States,Asian-Pac-Islander
Private,12th,8,Married-civ-spouse,Sales,Husband,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Craft-repair,Own-child,0,0,20,United-States,Black
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,0,0,40,United-States,White
Private,Some-college,10,Never-married,Other-service,Own-child,0,0,30,United-States,White
Private,HS-grad,9,Separated,Other-service,Not-in-family,0,0,40,United-States,Black
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,48,United-States,White
Private,HS-grad,9,Never-married,Other-service,Not-in-family,0,0,85,United-States,White
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,60,United-States,White
Private,Masters,14,Never-married,Prof-specialty,Not-in-family,0,0,35,United-States,White
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,0,0,84,United-States,White
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,White
Private,9th,5,Separated,Craft-repair,Unmarried,0,0,40,United-States,Black
Private,10th,6,Never-married,Other-service,Own-child,0,0,10,United-States,Black
Self-emp-inc,Masters,14,Married-civ-spouse,Sales,Husband,0,1977,60,United-States,White
Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,0,1672,50,United-States,White
Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,0,0,45,Germany,White
Private,Some-college,10,Never-married,Sales,Unmarried,0,0,50,United-States,White
Private,Bachelors,13,Never-married,Adm-clerical,Own-child,0,0,40,Mexico,White
Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Adm-clerical,Own-child,0,0,30,United-States,White
Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,0,0,65,United-States,White
Private,10th,6,Never-married,Handlers-cleaners,Not-in-family,0,0,40,United-States,White
Private,5th-6th,3,Never-married,Farming-fishing,Own-child,0,0,25,Mexico,White
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,51,United-States,White
Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,0,0,40,United-States,White
Self-emp-inc,Bachelors,13,Never-married,Exec-managerial,Own-child,0,0,35,Taiwan,Asian-Pac-Islander
Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,0,0,50,United-States,White
Local-gov,HS-grad,9,Widowed,Exec-managerial,Not-in-family,0,0,40,United-States,White
Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,White
Private,Masters,14,Never-married,Prof-specialty,Not-in-family,0,0,99,United-States,White
Federal-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,0,0,40,United-States,White
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,15024,0,60,United-States,White
Private,Some-college,10,Never-married,Sales,Own-child,0,0,25,United-States,White
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,White
State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,0,0,45,Germany,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,3137,0,40,United-States,White
Private,HS-grad,9,Never-married,Craft-repair,Own-child,3325,0,40,United-States,White
Private,Some-college,10,Never-married,Sales,Other-relative,0,0,35,United-States,White
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,15024,0,80,United-States,White
Private,10th,6,Never-married,Handlers-cleaners,Not-in-family,0,0,34,United-States,White
Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,Nicaragua,Other
Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,0,60,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,55,United-States,White
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,60,Mexico,White
Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,0,0,30,Puerto-Rico,Black
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,36,United-States,White
Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,99999,0,40,United-States,White
Self-emp-inc,Bachelors,13,Never-married,Craft-repair,Not-in-family,0,0,20,United-States,White
Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,0,0,45,United-States,White
Private,HS-grad,9,Never-married,Craft-repair,Own-child,0,0,40,United-States,White
Private,Some-college,10,Never-married,Sales,Own-child,0,0,30,India,Asian-Pac-Islander
Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,3137,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,1848,45,United-States,White
State-gov,Masters,14,Divorced,Exec-managerial,Not-in-family,0,0,45,United-States,White
Local-gov,HS-grad,9,Widowed,Other-service,Not-in-family,0,0,13,United-States,White
Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,White
Local-gov,Masters,14,Separated,Prof-specialty,Unmarried,0,0,70,United-States,White
Local-gov,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,0,0,60,United-States,Black
Private,11th,7,Never-married,Craft-repair,Own-child,0,0,35,United-States,White
Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,0,0,44,United-States,White
Private,HS-grad,9,Married-AF-spouse,Sales,Husband,0,0,55,United-States,White
Private,Some-college,10,Divorced,Craft-repair,Own-child,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Transport-moving,Own-child,0,0,15,United-States,White
Private,Bachelors,13,Never-married,Other-service,Not-in-family,0,0,40,United-States,White
Private,Assoc-voc,11,Never-married,Tech-support,Own-child,0,0,25,United-States,White
Self-emp-not-inc,Masters,14,Never-married,Prof-specialty,Not-in-family,0,0,45,England,White
Local-gov,Masters,14,Divorced,Other-service,Unmarried,0,0,40,United-States,Black
Private,11th,7,Divorced,Sales,Other-relative,0,0,40,United-States,White
Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,14344,0,40,England,Black
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,45,United-States,White
Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Other-service,Other-relative,0,0,40,United-States,White
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,1902,32,United-States,White
Local-gov,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,0,0,30,United-States,White
Self-emp-not-inc,Some-college,10,Divorced,Sales,Not-in-family,3325,0,60,United-States,White
State-gov,Some-college,10,Never-married,Other-service,Not-in-family,594,0,24,United-States,White
Private,11th,7,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,Black
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,45,United-States,White
Private,Some-college,10,Divorced,Other-service,Not-in-family,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Craft-repair,Other-relative,0,0,40,United-States,White
Private,9th,5,Divorced,Other-service,Other-relative,0,0,35,United-States,White
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,1628,40,United-States,White
Private,HS-grad,9,Never-married,Other-service,Own-child,0,0,20,United-States,White
Local-gov,11th,7,Married-civ-spouse,Other-service,Wife,0,0,25,United-States,White
Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,0,0,30,United-States,White
Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,40,United-States,White
Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,0,0,40,England,White
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,15024,0,40,United-States,White
Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,0,0,40,United-States,White
Private,HS-grad,9,Widowed,Craft-repair,Unmarried,0,0,40,United-States,White
Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,0,0,40,United-States,White
Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Private,Some-college,10,Never-married,Sales,Own-child,2176,0,35,United-States,White
Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,0,0,40,United-States,Asian-Pac-Islander
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,50,United-States,White
Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,0,0,40,United-States,Asian-Pac-Islander
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,White
Private,Assoc-acdm,12,Widowed,Tech-support,Unmarried,0,0,40,United-States,White
Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,0,0,25,United-States,White
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,7298,0,40,United-States,White
Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,40,United-States,White
Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,White
Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,2174,0,45,United-States,White
Private,Some-college,10,Married-civ-spouse,Sales,Husband,15024,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,White
Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,15024,0,40,United-States,White
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,1887,44,United-States,White
State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,49,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Black
Local-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,45,United-States,White
Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,40,United-States,White
Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,1672,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Other-service,Unmarried,0,0,40,United-States,Black
Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,0,0,40,United-States,White
Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,0,0,35,United-States,White
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,7688,0,66,United-States,White
Private,10th,6,Never-married,Handlers-cleaners,Not-in-family,0,0,40,United-States,White
Private,Some-college,10,Separated,Adm-clerical,Unmarried,0,0,40,United-States,Black
Private,HS-grad,9,Divorced,Other-service,Not-in-family,0,1980,40,United-States,White
Private,10th,6,Never-married,Other-service,Own-child,0,0,12,United-States,White
Local-gov,10th,6,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,White
Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,0,1977,50,United-States,White
Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,0,0,50,United-States,White
Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,0,0,48,United-States,Amer-Indian-Eskimo
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40,Canada,White
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,45,United-States,White
Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,0,0,60,United-States,Asian-Pac-Islander
Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,0,0,40,United-States,White
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,15024,0,50,United-States,White
Private,HS-grad,9,Never-married,Craft-repair,Own-child,0,0,40,United-States,Asian-Pac-Islander
Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,White
Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,0,0,50,United-States,Black
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Other-relative,0,0,45,United-States,White
Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,0,0,40,Puerto-Rico,White
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,45,United-States,White
Private,HS-grad,9,Divorced,Other-service,Unmarried,0,0,36,United-States,White
Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Own-child,0,0,53,United-States,White
Private,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,0,0,32,United-States,White
Private,HS-grad,9,Separated,Machine-op-inspct,Unmarried,0,0,40,United-States,White
Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,0,0,38,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Private,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,40,United-States,White
Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,10605,0,20,United-States,White
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,48,United-States,White
Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Unmarried,0,0,40,United-States,White
State-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Other-service,Own-child,0,0,40,United-States,White
Private,Some-college,10,Never-married,Other-service,Not-in-family,0,0,15,United-States,White
Private,10th,6,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Local-gov,Some-college,10,Married-civ-spouse,Other-service,Other-relative,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Other-service,Unmarried,0,0,25,United-States,Black
Private,HS-grad,9,Never-married,Sales,Own-child,0,0,23,United-States,White
Private,Some-college,10,Divorced,Prof-specialty,Unmarried,0,0,40,United-States,White
Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,0,0,40,United-States,White
Private,Assoc-acdm,12,Never-married,Other-service,Not-in-family,0,0,25,United-States,White
Private,9th,5,Married-civ-spouse,Other-service,Husband,0,0,40,Mexico,White
State-gov,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,0,0,8,United-States,White
Private,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,0,0,32,United-States,White
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,35,United-States,White
Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,60,United-States,White
Without-pay,Some-college,10,Married-civ-spouse,Farming-fishing,Own-child,0,0,65,United-States,White
State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,White
Private,9th,5,Never-married,Other-service,Own-child,0,0,40,United-States,Black
Private,Masters,14,Married-civ-spouse,Tech-support,Husband,0,0,40,United-States,White
Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,0,0,40,United-States,White
Private,Some-college,10,Never-married,Sales,Own-child,0,0,15,United-States,White
Private,Some-college,10,Divorced,Sales,Not-in-family,0,0,30,United-States,White
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,White
Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,Mexico,White
Private,Some-college,10,Divorced,Adm-clerical,Unmarried,0,0,40,United-States,White
Private,Some-college,10,Never-married,Transport-moving,Own-child,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,2174,0,50,United-States,White
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,0,25,United-States,Black
Private,Some-college,10,Never-married,Prof-specialty,Own-child,0,0,24,United-States,White
Private,10th,6,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,Black
Private,10th,6,Never-married,Craft-repair,Not-in-family,0,0,30,United-States,White
Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,0,55,United-States,White
State-gov,Masters,14,Divorced,Protective-serv,Not-in-family,0,0,72,United-States,White
Private,Bachelors,13,Never-married,Exec-managerial,Own-child,0,0,40,United-States,White
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,White
Private,Assoc-voc,11,Divorced,Sales,Unmarried,0,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,White
Private,10th,6,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,40,Jamaica,Black
Private,Some-college,10,Separated,Craft-repair,Not-in-family,0,0,41,United-States,White
