workclass,education,education-num,marital-status,occupation,relationship,capital-gain,capital-loss,hours-per-week,native-country,sex
Private,7th-8th,4,Never-married,Other-service,Own-child,0,0,40,Mexico,Male
Self-emp-not-inc,Some-college,10,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,0,0,18,United-States,Male
Private,11th,7,Never-married,Other-service,Own-child,0,0,17,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,52,United-States,Male
Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Own-child,0,0,30,United-States,Female
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,0,0,60,United-States,Male
Local-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,0,0,45,United-States,Male
Private,Bachelors,13,Divorced,Sales,Not-in-family,0,0,40,United-States,Female
Private,Bachelors,13,Never-married,Farming-fishing,Not-in-family,0,0,20,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,11th,7,Married-civ-spouse,Other-service,Wife,0,0,40,United-States,Female
Self-emp-inc,Bachelors,13,Divorced,Exec-managerial,Not-in-family,0,0,50,United-States,Male
Federal-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,40,United-States,Female
Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,0,0,60,Philippines,Male
Private,HS-grad,9,Separated,Adm-clerical,Unmarried,0,0,30,United-States,Female
Private,Some-college,10,Divorced,Exec-managerial,Unmarried,0,0,40,United-States,Female
Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,0,0,52,United-States,Male
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,0,65,United-States,Male
Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,0,0,50,United-States,Female
Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,4386,0,60,United-States,Male
Private,HS-grad,9,Separated,Machine-op-inspct,Unmarried,0,0,40,United-States,Female
State-gov,HS-grad,9,Divorced,Exec-managerial,Unmarried,0,0,38,United-States,Female
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,15024,0,45,United-States,Male
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,0,16,United-States,Male
Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,0,0,40,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,9386,0,50,United-States,Male
Private,Masters,14,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,Female
Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,0,0,43,United-States,Female
Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,3103,0,40,United-States,Male
Private,11th,7,Never-married,Sales,Own-child,0,0,20,United-States,Female
Private,HS-grad,9,Divorced,Sales,Not-in-family,0,0,52,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,1848,60,United-States,Male
Private,HS-grad,9,Never-married,Craft-repair,Unmarried,0,0,50,United-States,Male
Private,Some-college,10,Never-married,Adm-clerical,Unmarried,0,0,40,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,0,0,70,United-States,Male
Local-gov,HS-grad,9,Widowed,Other-service,Unmarried,0,0,40,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,0,0,60,United-States,Male
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,55,United-States,Male
Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,0,0,40,Canada,Male
Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,0,0,53,United-States,Male
Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,0,0,45,United-States,Male
Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,0,27,United-States,Female
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,58,United-States,Male
Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,Female
Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,0,1977,45,Hong,Male
Private,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,0,0,40,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,15024,0,60,United-States,Male
Local-gov,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Divorced,Sales,Not-in-family,0,0,40,United-States,Male
Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,0,0,50,Germany,Male
Private,11th,7,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Self-emp-not-inc,Bachelors,13,Married-spouse-absent,Craft-repair,Not-in-family,6849,0,60,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,0,0,40,United-States,Female
Local-gov,HS-grad,9,Divorced,Other-service,Unmarried,0,0,40,United-States,Male
Private,Some-college,10,Never-married,Other-service,Own-child,0,0,37,United-States,Male
Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,0,1092,40,United-States,Female
Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,0,0,40,United-States,Female
Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,0,0,40,United-States,Male
Private,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,0,0,40,Mexico,Male
Self-emp-inc,Masters,14,Never-married,Other-service,Own-child,0,0,99,United-States,Male
Private,Some-college,10,Divorced,Other-service,Not-in-family,0,0,38,United-States,Female
Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,0,0,60,United-States,Female
Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,0,0,60,United-States,Male
State-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,35,United-States,Female
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,0,0,40,Mexico,Female
Private,Masters,14,Never-married,Sales,Not-in-family,0,0,50,United-States,Male
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,0,50,United-States,Male
Private,11th,7,Widowed,Adm-clerical,Not-in-family,0,0,8,United-States,Female
Private,Some-college,10,Never-married,Sales,Own-child,0,0,35,Laos,Male
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,0,1887,50,Iran,Male
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,Male
Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,0,1887,60,United-States,Male
Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,0,0,32,United-States,Female
State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,Male
Private,Some-college,10,Divorced,Craft-repair,Not-in-family,0,0,40,United-States,Male
Private,Some-college,10,Never-married,Transport-moving,Own-child,2907,0,30,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,45,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,Masters,14,Divorced,Exec-managerial,Not-in-family,0,0,62,United-States,Male
Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,2407,0,50,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,45,United-States,Male
Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,0,0,40,United-States,Male
Federal-gov,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,0,0,40,United-States,Male
Private,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,0,0,40,United-States,Male
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,50,United-States,Male
Private,12th,8,Never-married,Other-service,Unmarried,0,0,40,United-States,Male
Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,0,0,40,United-States,Female
Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,0,0,40,United-States,Male
Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,0,0,50,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,0,0,60,United-States,Male
Private,HS-grad,9,Never-married,Transport-moving,Own-child,0,0,40,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,1977,50,United-States,Male
Private,Some-college,10,Never-married,Other-service,Not-in-family,0,0,30,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,Male
Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,0,0,40,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,3411,0,40,Jamaica,Male
State-gov,Doctorate,16,Never-married,Prof-specialty,Not-in-family,0,0,60,United-States,Female
Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,5013,0,55,United-States,Male
Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,Female
Private,Bachelors,13,Separated,Prof-specialty,Other-relative,0,0,40,Jamaica,Female
Private,10th,6,Never-married,Other-service,Own-child,0,0,12,United-States,Female
Private,11th,7,Divorced,Craft-repair,Not-in-family,0,0,40,United-States,Male
Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,0,0,60,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,Male
Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,0,0,40,Italy,Male
Private,HS-grad,9,Divorced,Sales,Not-in-family,0,0,60,United-States,Male
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,0,0,80,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40,China,Male
Private,Bachelors,13,Separated,Exec-managerial,Not-in-family,0,0,35,United-States,Male
Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,0,0,48,United-States,Male
Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,0,0,45,United-States,Female
Private,Some-college,10,Divorced,Tech-support,Unmarried,0,0,36,United-States,Female
Private,Masters,14,Never-married,Exec-managerial,Own-child,0,0,25,United-States,Male
Private,Masters,14,Separated,Exec-managerial,Unmarried,0,0,20,United-States,Female
Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,Male
Private,HS-grad,9,Widowed,Exec-managerial,Unmarried,0,0,45,United-States,Female
Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,1564,60,United-States,Female
Private,Some-college,10,Never-married,Adm-clerical,Unmarried,0,0,35,Puerto-Rico,Female
Private,9th,5,Never-married,Other-service,Own-child,0,0,50,United-States,Male
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,0,0,40,Philippines,Female
Self-emp-not-inc,Some-college,10,Widowed,Exec-managerial,Other-relative,0,0,25,United-States,Male
Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,0,0,40,United-States,Male
Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,0,0,40,United-States,Male
Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,0,0,45,United-States,Female
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Never-married,Craft-repair,Own-child,0,0,40,United-States,Male
Private,HS-grad,9,Never-married,Transport-moving,Own-child,0,0,40,United-States,Male
Private,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,0,0,40,United-States,Female
Private,Masters,14,Never-married,Exec-managerial,Not-in-family,0,0,40,United-States,Male
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,60,United-States,Male
Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,0,0,50,United-States,Female
Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,20,United-States,Male
Self-emp-inc,Masters,14,Married-civ-spouse,Sales,Husband,0,0,55,United-States,Male
Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,Male
Private,Some-college,10,Never-married,Tech-support,Own-child,2176,0,20,United-States,Male
Private,Bachelors,13,Never-married,Exec-managerial,Unmarried,0,0,60,Vietnam,Male
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,1902,40,United-States,Male
Private,5th-6th,3,Married-spouse-absent,Other-service,Unmarried,0,0,34,Mexico,Female
Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,0,0,25,United-States,Female
Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,Male
Local-gov,11th,7,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,45,United-States,Male
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,8,United-States,Female
Private,1st-4th,2,Never-married,Farming-fishing,Not-in-family,0,0,36,Mexico,Male
Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,0,0,60,United-States,Male
Self-emp-inc,HS-grad,9,Separated,Prof-specialty,Other-relative,0,0,25,United-States,Male
Private,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,0,0,40,United-States,Male
State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,Male
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,Male
Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,15024,0,40,United-States,Male
Private,12th,8,Never-married,Craft-repair,Not-in-family,0,0,50,United-States,Male
Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,48,United-States,Male
Private,9th,5,Never-married,Priv-house-serv,Unmarried,0,0,24,Mexico,Female
Private,HS-grad,9,Never-married,Other-service,Unmarried,0,0,40,United-States,Female
Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,5178,0,40,United-States,Male
Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,0,0,60,United-States,Male
Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,10520,0,33,United-States,Female
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Never-married,Other-service,Own-child,0,0,40,United-States,Female
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,0,0,40,United-States,Female
Self-emp-not-inc,Some-college,10,Never-married,Sales,Own-child,99999,0,55,United-States,Male
Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,0,0,60,United-States,Male
Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,0,0,5,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Never-married,Transport-moving,Unmarried,0,0,55,United-States,Male
Private,9th,5,Divorced,Exec-managerial,Unmarried,0,0,40,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,Male
Private,Some-college,10,Never-married,Craft-repair,Not-in-family,0,0,40,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,Male
Private,Some-college,10,Never-married,Sales,Not-in-family,0,0,40,United-States,Male
Private,Some-college,10,Married-civ-spouse,Sales,Wife,0,0,39,United-States,Female
Private,9th,5,Widowed,Other-service,Not-in-family,0,0,20,United-States,Female
Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,0,0,48,United-States,Male
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,Male
Private,Some-college,10,Never-married,Other-service,Own-child,0,0,30,United-States,Female
Private,HS-grad,9,Divorced,Other-service,Own-child,0,0,15,United-States,Female
State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,Male
Private,11th,7,Never-married,Sales,Own-child,0,0,5,United-States,Male
Local-gov,Some-college,10,Never-married,Protective-serv,Unmarried,0,0,40,United-States,Female
Private,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,45,United-States,Male
Private,Some-college,10,Never-married,Protective-serv,Own-child,0,0,20,United-States,Female
Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,4650,0,40,United-States,Male
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,0,0,40,United-States,Female
Private,Bachelors,13,Never-married,Sales,Not-in-family,0,0,50,United-States,Male
Private,HS-grad,9,Never-married,Sales,Not-in-family,0,0,10,United-States,Female
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,1848,55,United-States,Male
Private,10th,6,Never-married,Transport-moving,Not-in-family,2597,0,50,United-States,Male
Private,1st-4th,2,Divorced,Other-service,Unmarried,0,0,40,Dominican-Republic,Female
Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,0,0,35,United-States,Male
State-gov,HS-grad,9,Never-married,Craft-repair,Unmarried,0,0,50,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,70,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,70,United-States,Male
State-gov,Masters,14,Separated,Prof-specialty,Not-in-family,0,0,60,United-States,Male
Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,30,United-States,Male
Federal-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,7688,0,40,United-States,Male
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,1902,60,Cuba,Male
Local-gov,Masters,14,Widowed,Prof-specialty,Unmarried,0,1669,35,United-States,Female
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,7298,0,50,United-States,Male
Private,Assoc-acdm,12,Divorced,Machine-op-inspct,Not-in-family,0,0,75,United-States,Male
Self-emp-not-inc,Assoc-voc,11,Separated,Craft-repair,Not-in-family,0,0,40,Poland,Male
Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,0,8,United-States,Female
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,9th,5,Never-married,Handlers-cleaners,Own-child,0,0,28,United-States,Male
Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,0,0,20,United-States,Female
Private,Some-college,10,Never-married,Exec-managerial,Unmarried,0,0,40,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,35,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,45,United-States,Male
Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,0,0,90,United-States,Male
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,1887,40,United-States,Male
Private,Some-college,10,Married-civ-spouse,Other-service,Wife,0,0,40,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,70,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Sales,Wife,0,0,50,United-States,Female
Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,0,0,46,United-States,Male
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,Male
Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,40,Germany,Female
Private,HS-grad,9,Never-married,Transport-moving,Own-child,0,0,40,United-States,Male
Private,Bachelors,13,Never-married,Prof-specialty,Own-child,0,0,60,United-States,Male
Private,HS-grad,9,Never-married,Sales,Own-child,0,0,50,United-States,Male
Private,Some-college,10,Never-married,Sales,Own-child,0,0,25,United-States,Male
Private,HS-grad,9,Divorced,Other-service,Unmarried,0,0,25,United-States,Female
Private,HS-grad,9,Never-married,Other-service,Own-child,0,0,35,United-States,Male
Self-emp-inc,Some-college,10,Widowed,Sales,Not-in-family,0,0,40,United-States,Male
Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,0,0,40,Germany,Male
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,0,0,40,United-States,Male
Private,HS-grad,9,Never-married,Other-service,Own-child,0,0,40,United-States,Male
Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,0,0,45,China,Male
Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,0,0,43,United-States,Female
Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,0,0,40,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,5178,0,50,United-States,Male
State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,0,0,41,United-States,Male
Private,Some-college,10,Never-married,Tech-support,Own-child,0,0,35,United-States,Male
Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,0,0,45,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Never-married,Other-service,Not-in-family,0,0,40,United-States,Male
Local-gov,Some-college,10,Widowed,Prof-specialty,Unmarried,0,0,40,United-States,Male
Self-emp-inc,10th,6,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,0,45,United-States,Male
Self-emp-inc,Bachelors,13,Never-married,Sales,Not-in-family,0,0,50,United-States,Male
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,60,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,40,Poland,Male
Private,12th,8,Never-married,Other-service,Own-child,0,0,20,United-States,Female
Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,1485,40,United-States,Male
Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,0,0,40,United-States,Male
Self-emp-inc,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,45,Italy,Male
Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,0,0,45,United-States,Male
Private,Assoc-voc,11,Never-married,Transport-moving,Not-in-family,0,0,40,United-States,Male
Private,HS-grad,9,Divorced,Handlers-cleaners,Other-relative,0,0,40,United-States,Male
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,0,1672,65,United-States,Male
Private,Some-college,10,Never-married,Other-service,Not-in-family,0,0,25,United-States,Male
Private,Some-college,10,Never-married,Sales,Other-relative,0,0,20,United-States,Female
Private,Some-college,10,Separated,Exec-managerial,Unmarried,0,0,60,United-States,Female
Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,15024,0,60,United-States,Male
Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,3137,0,45,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,Male
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,Some-college,10,Divorced,Adm-clerical,Unmarried,0,0,40,United-States,Female
Local-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,0,0,50,United-States,Male
Federal-gov,Masters,14,Never-married,Exec-managerial,Not-in-family,0,0,50,United-States,Female
Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,0,0,35,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,1902,55,United-States,Male
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,60,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,47,United-States,Male
Private,Assoc-voc,11,Divorced,Tech-support,Not-in-family,14344,0,40,United-States,Male
Private,10th,6,Married-civ-spouse,Craft-repair,Husband,0,2051,40,United-States,Male
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,7688,0,50,United-States,Male
Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,Male
Local-gov,11th,7,Never-married,Handlers-cleaners,Own-child,0,0,35,United-States,Male
Private,9th,5,Divorced,Craft-repair,Not-in-family,0,0,40,United-States,Male
Private,HS-grad,9,Never-married,Sales,Own-child,0,0,33,United-States,Female
Private,Some-college,10,Married-spouse-absent,Sales,Not-in-family,0,0,25,United-States,Female
Private,10th,6,Separated,Machine-op-inspct,Unmarried,0,0,40,United-States,Female
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,Male
Self-emp-not-inc,11th,7,Married-civ-spouse,Farming-fishing,Husband,0,0,50,United-States,Male
Private,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40,Italy,Male
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,60,China,Male
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,52,United-States,Male
Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,4386,0,40,United-States,Male
Private,HS-grad,9,Married-spouse-absent,Transport-moving,Unmarried,0,0,50,United-States,Male
Private,HS-grad,9,Divorced,Transport-moving,Unmarried,1151,0,48,Germany,Female
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,0,0,40,United-States,Female
State-gov,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,0,0,15,United-States,Female
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,Male
Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,Male
Private,Bachelors,13,Never-married,Tech-support,Not-in-family,0,0,37,United-States,Male
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,0,1887,60,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,50,United-States,Male
Private,10th,6,Separated,Machine-op-inspct,Own-child,0,0,35,Mexico,Male
Private,HS-grad,9,Never-married,Other-service,Not-in-family,0,0,65,United-States,Female
