workclass,education,education-num,marital-status,occupation,relationship,capital-gain,capital-loss,hours-per-week,native-country,age
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,60,United-States,31
Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,0,0,40,United-States,39
Private,Masters,14,Never-married,Exec-managerial,Own-child,0,0,40,United-States,27
State-gov,Masters,14,Never-married,Adm-clerical,Not-in-family,0,0,38,United-States,45
Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,0,0,40,Vietnam,31
Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,0,0,40,United-States,63
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,45
State-gov,Some-college,10,Separated,Adm-clerical,Unmarried,0,0,50,United-States,28
Private,Bachelors,13,Never-married,Sales,Own-child,0,0,40,United-States,23
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,44,United-States,50
Private,12th,8,Married-civ-spouse,Protective-serv,Husband,0,0,40,United-States,33
Private,Bachelors,13,Never-married,Sales,Not-in-family,13550,0,46,United-States,27
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,29
Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,0,0,35,United-States,36
Private,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,0,0,40,Mexico,60
Private,Bachelors,13,Never-married,Sales,Own-child,0,0,55,United-States,23
Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,38
Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,60
Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Not-in-family,0,0,35,United-States,20
Private,Some-college,10,Widowed,Machine-op-inspct,Unmarried,0,0,48,United-States,37
Private,HS-grad,9,Never-married,Craft-repair,Unmarried,0,0,40,United-States,37
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,58
Private,Bachelors,13,Never-married,Craft-repair,Own-child,0,0,30,Canada,25
Private,Some-college,10,Never-married,Adm-clerical,Unmarried,0,0,60,United-States,27
Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,0,0,55,United-States,33
State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,0,0,40,United-States,43
Federal-gov,Some-college,10,Never-married,Tech-support,Own-child,0,0,20,United-States,21
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,Mexico,45
Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,44
Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,4787,0,46,United-States,53
Private,HS-grad,9,Never-married,Other-service,Own-child,0,0,20,United-States,31
Federal-gov,11th,7,Never-married,Other-service,Own-child,0,0,15,Philippines,18
Private,HS-grad,9,Never-married,Other-service,Own-child,0,0,30,United-States,20
Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,0,0,40,United-States,32
Private,10th,6,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,48
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,40,United-States,46
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,50,United-States,28
Self-emp-not-inc,HS-grad,9,Never-married,Sales,Not-in-family,0,0,40,United-States,27
Federal-gov,Some-college,10,Never-married,Sales,Own-child,0,0,32,United-States,18
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,9386,0,12,United-States,69
Self-emp-inc,Masters,14,Married-civ-spouse,Sales,Husband,0,0,40,United-States,50
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,0,0,40,Greece,43
Private,Bachelors,13,Divorced,Sales,Unmarried,0,0,30,United-States,32
Private,HS-grad,9,Separated,Exec-managerial,Not-in-family,0,0,48,United-States,43
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,7688,0,55,United-States,52
Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,0,0,40,United-States,35
Private,HS-grad,9,Divorced,Adm-clerical,Own-child,0,0,45,United-States,46
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,60,United-States,58
Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,15024,0,60,United-States,46
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,50,United-States,40
Private,Bachelors,13,Never-married,Adm-clerical,Own-child,0,0,40,United-States,25
Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,0,0,25,United-States,22
Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,33
Federal-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,49
Private,10th,6,Divorced,Prof-specialty,Unmarried,0,0,40,United-States,62
Local-gov,Some-college,10,Divorced,Protective-serv,Not-in-family,0,0,48,United-States,56
Private,HS-grad,9,Never-married,Transport-moving,Unmarried,0,0,40,Mexico,24
Private,HS-grad,9,Never-married,Other-service,Not-in-family,0,0,40,United-States,42
Private,Masters,14,Divorced,Exec-managerial,Unmarried,0,0,40,United-States,41
Private,Bachelors,13,Never-married,Other-service,Not-in-family,0,0,66,Ecuador,23
Private,Bachelors,13,Never-married,Adm-clerical,Other-relative,0,0,40,United-States,35
Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,0,0,40,Mexico,22
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,50,United-States,32
Private,HS-grad,9,Never-married,Craft-repair,Own-child,0,0,40,United-States,25
Private,5th-6th,3,Divorced,Priv-house-serv,Not-in-family,0,0,15,United-States,66
State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,0,0,38,United-States,26
Private,Some-college,10,Divorced,Transport-moving,Own-child,3325,0,55,United-States,46
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,45,United-States,55
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,24
Private,HS-grad,9,Never-married,Sales,Unmarried,0,0,40,United-States,25
Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,22
Private,HS-grad,9,Never-married,Other-service,Not-in-family,0,0,40,United-States,31
Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,40,United-States,30
Private,HS-grad,9,Never-married,Other-service,Not-in-family,0,0,15,United-States,54
Private,9th,5,Divorced,Craft-repair,Not-in-family,0,0,40,United-States,56
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,60,Japan,47
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,29
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,53
Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,0,0,40,United-States,22
Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,0,0,40,United-States,42
Private,Some-college,10,Never-married,Sales,Other-relative,0,0,40,United-States,21
Self-emp-inc,HS-grad,9,Never-married,Other-service,Not-in-family,0,0,70,United-States,36
Private,Assoc-voc,11,Widowed,Sales,Not-in-family,0,0,25,United-States,69
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,31
Private,Some-college,10,Divorced,Adm-clerical,Unmarried,0,0,55,United-States,48
Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,0,0,40,United-States,23
Private,Assoc-acdm,12,Separated,Craft-repair,Unmarried,8614,0,40,United-States,24
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,47
Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,0,0,40,United-States,36
Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,39
Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,0,0,46,United-States,22
Private,Bachelors,13,Never-married,Sales,Not-in-family,10520,0,45,United-States,27
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,36
Private,1st-4th,2,Married-civ-spouse,Other-service,Husband,0,0,40,Mexico,54
Federal-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,0,0,40,United-States,33
Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,7688,0,50,United-States,42
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,65,United-States,52
Private,Bachelors,13,Never-married,Sales,Own-child,0,0,32,United-States,23
Private,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40,Mexico,33
Private,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,0,0,38,United-States,30
Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,0,0,38,Jamaica,35
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,37,United-States,27
Private,HS-grad,9,Never-married,Other-service,Own-child,0,0,35,United-States,24
Local-gov,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,44
Private,Assoc-voc,11,Separated,Priv-house-serv,Not-in-family,0,0,20,United-States,62
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,15024,0,40,United-States,45
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,0,0,20,United-States,75
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,47
Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,0,0,60,United-States,64
Private,HS-grad,9,Divorced,Tech-support,Not-in-family,0,0,42,United-States,54
Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,41
Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,33
Private,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,10,United-States,20
Private,Bachelors,13,Divorced,Sales,Not-in-family,0,0,50,United-States,51
Self-emp-inc,Prof-school,15,Never-married,Craft-repair,Not-in-family,0,0,50,United-States,45
Private,10th,6,Married-civ-spouse,Transport-moving,Husband,0,0,40,Yugoslavia,43
Private,HS-grad,9,Never-married,Craft-repair,Own-child,0,1504,40,United-States,30
Private,HS-grad,9,Divorced,Adm-clerical,Own-child,0,0,40,United-States,32
Private,Some-college,10,Divorced,Sales,Not-in-family,0,0,40,United-States,61
Private,1st-4th,2,Married-civ-spouse,Other-service,Other-relative,0,0,40,England,21
Private,11th,7,Divorced,Craft-repair,Not-in-family,0,0,49,United-States,56
Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,0,0,60,United-States,28
Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,0,0,40,United-States,23
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,0,84,United-States,55
Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,0,0,70,United-States,33
Private,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,20,United-States,22
Local-gov,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,43
Self-emp-not-inc,HS-grad,9,Divorced,Exec-managerial,Unmarried,0,0,40,United-States,32
Private,Some-college,10,Married-civ-spouse,Sales,Wife,0,0,40,United-States,38
Private,9th,5,Never-married,Farming-fishing,Own-child,0,0,20,United-States,18
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,50,United-States,35
Private,HS-grad,9,Divorced,Machine-op-inspct,Own-child,0,0,40,United-States,29
Private,1st-4th,2,Never-married,Handlers-cleaners,Not-in-family,0,0,55,Mexico,19
Private,11th,7,Married-civ-spouse,Craft-repair,Husband,0,0,35,United-States,39
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,1887,50,United-States,29
Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,0,0,55,United-States,45
Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,3103,0,40,United-States,44
Local-gov,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,42
Private,Bachelors,13,Never-married,Sales,Not-in-family,0,0,40,United-States,34
Local-gov,Bachelors,13,Married-civ-spouse,Tech-support,Husband,0,0,40,United-States,52
Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,0,0,25,France,64
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,45,United-States,30
Local-gov,Bachelors,13,Divorced,Exec-managerial,Unmarried,0,0,42,Germany,43
Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Unmarried,0,0,40,United-States,49
Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,35
Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,37
Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40,United-States,49
Private,11th,7,Separated,Other-service,Own-child,0,0,40,United-States,19
Private,Bachelors,13,Never-married,Exec-managerial,Own-child,2202,0,4,United-States,22
Private,HS-grad,9,Never-married,Other-service,Own-child,0,0,40,United-States,31
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,26
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,55,United-States,44
Private,Some-college,10,Married-civ-spouse,Other-service,Wife,0,0,40,United-States,38
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,60,United-States,33
Private,12th,8,Never-married,Other-service,Own-child,0,0,20,United-States,18
Private,Assoc-voc,11,Widowed,Tech-support,Unmarried,0,0,40,United-States,32
Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,40,United-States,27
State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,0,40,Jamaica,28
Self-emp-not-inc,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,0,0,40,United-States,30
Private,HS-grad,9,Never-married,Other-service,Not-in-family,0,0,38,United-States,33
Private,Masters,14,Divorced,Sales,Not-in-family,0,0,10,United-States,74
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,70,South,36
Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,0,0,55,United-States,36
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,0,2057,20,United-States,29
Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,0,0,45,United-States,39
Self-emp-inc,Bachelors,13,Never-married,Sales,Not-in-family,0,0,80,United-States,25
Private,HS-grad,9,Separated,Farming-fishing,Own-child,0,0,40,United-States,21
State-gov,Assoc-voc,11,Never-married,Exec-managerial,Unmarried,0,0,50,United-States,39
Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,0,0,32,United-States,38
Private,HS-grad,9,Never-married,Sales,Not-in-family,0,0,25,United-States,20
Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,0,0,40,United-States,51
Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,0,0,40,United-States,21
Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,36
Private,HS-grad,9,Separated,Other-service,Unmarried,0,0,40,United-States,50
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,55,United-States,38
Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,25
Private,Some-college,10,Never-married,Sales,Own-child,0,0,15,United-States,23
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,55,United-States,36
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40,Germany,41
Private,Masters,14,Never-married,Exec-managerial,Not-in-family,0,0,50,United-States,34
State-gov,Some-college,10,Never-married,Other-service,Own-child,0,0,10,United-States,19
Private,10th,6,Never-married,Other-service,Own-child,0,0,3,United-States,18
Private,10th,6,Divorced,Sales,Own-child,0,0,40,United-States,36
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,1887,40,United-States,46
Private,Some-college,10,Never-married,Craft-repair,Own-child,0,0,45,United-States,29
Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,0,0,32,United-States,23
Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40,United-States,35
Private,HS-grad,9,Never-married,Transport-moving,Own-child,0,0,40,United-States,35
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,40
Private,Some-college,10,Never-married,Transport-moving,Own-child,0,0,40,United-States,22
State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,15,United-States,19
Private,11th,7,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,70
Private,Some-college,10,Divorced,Transport-moving,Not-in-family,0,0,55,United-States,38
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,50,United-States,35
Private,Some-college,10,Never-married,Other-service,Own-child,0,0,35,United-States,25
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,45,United-States,39
Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,43
Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,0,40,Philippines,37
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,7298,0,40,El-Salvador,51
Private,HS-grad,9,Never-married,Other-service,Own-child,0,0,40,United-States,20
Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,21
Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,0,0,40,United-States,47
Private,Assoc-acdm,12,Divorced,Tech-support,Unmarried,0,0,40,United-States,44
Private,9th,5,Never-married,Handlers-cleaners,Own-child,0,1719,15,United-States,17
Private,11th,7,Never-married,Other-service,Not-in-family,0,0,40,United-States,25
State-gov,Doctorate,16,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,43
Federal-gov,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,46
Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,0,0,60,United-States,42
Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,0,0,40,United-States,46
Private,Some-college,10,Never-married,Other-service,Not-in-family,0,0,30,United-States,22
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,49
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,50,United-States,21
Private,Masters,14,Married-civ-spouse,Adm-clerical,Wife,0,0,40,United-States,53
Private,Some-college,10,Divorced,Craft-repair,Unmarried,0,0,42,United-States,43
Private,HS-grad,9,Never-married,Other-service,Own-child,0,0,50,United-States,22
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,10520,0,45,United-States,33
Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,0,0,40,United-States,28
Private,Some-college,10,Never-married,Tech-support,Unmarried,0,0,24,United-States,25
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,China,40
Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,0,0,45,United-States,50
Self-emp-not-inc,Some-college,10,Divorced,Sales,Unmarried,0,0,65,United-States,48
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,30
Private,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,0,0,38,United-States,33
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,Philippines,34
Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,42
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,65,United-States,48
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,7688,0,45,United-States,38
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,29
Private,10th,6,Never-married,Handlers-cleaners,Not-in-family,0,0,40,United-States,33
Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,27828,0,55,United-States,64
Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Wife,0,0,25,United-States,44
Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,7298,0,50,United-States,42
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,45,United-States,49
Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40,United-States,25
Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,40,United-States,33
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,60,United-States,38
Private,HS-grad,9,Never-married,Sales,Not-in-family,0,0,38,United-States,20
Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,0,0,50,United-States,44
Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,45
Self-emp-inc,HS-grad,9,Never-married,Sales,Not-in-family,0,0,50,United-States,27
Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,0,0,40,United-States,18
Private,HS-grad,9,Divorced,Craft-repair,Unmarried,0,0,50,United-States,38
Private,11th,7,Married-civ-spouse,Craft-repair,Husband,0,0,42,United-States,45
Local-gov,HS-grad,9,Never-married,Protective-serv,Not-in-family,2174,0,40,United-States,27
Private,5th-6th,3,Widowed,Other-service,Not-in-family,0,0,16,United-States,64
Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,3432,0,20,United-States,66
Private,Bachelors,13,Never-married,Sales,Not-in-family,0,0,35,United-States,34
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,45
Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Not-in-family,0,0,40,United-States,42
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,1902,60,United-States,32
Private,10th,6,Never-married,Adm-clerical,Not-in-family,0,0,20,United-States,26
Private,Assoc-voc,11,Never-married,Craft-repair,Other-relative,0,0,40,United-States,27
Private,Some-college,10,Never-married,Sales,Other-relative,0,0,40,United-States,21
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,47
State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,40,United-States,20
State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,38,United-States,46
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,1887,40,United-States,55
Private,Some-college,10,Never-married,Tech-support,Own-child,0,0,24,United-States,28
Private,Some-college,10,Never-married,Sales,Own-child,0,0,40,United-States,21
Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,0,0,40,United-States,36
Private,Doctorate,16,Divorced,Prof-specialty,Not-in-family,0,0,60,United-States,29
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,37
Self-emp-not-inc,1st-4th,2,Widowed,Sales,Other-relative,0,0,45,Mexico,81
Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,0,0,40,United-States,41
Private,Bachelors,13,Never-married,Sales,Own-child,0,0,40,United-States,29
Self-emp-not-inc,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,0,0,40,United-States,30
Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,25
Federal-gov,HS-grad,9,Never-married,Adm-clerical,Unmarried,0,0,40,United-States,42
Private,HS-grad,9,Divorced,Transport-moving,Own-child,0,0,40,United-States,30
Private,HS-grad,9,Never-married,Other-service,Own-child,0,0,35,United-States,18
Private,11th,7,Never-married,Machine-op-inspct,Unmarried,6497,0,48,United-States,26
Private,Some-college,10,Never-married,Protective-serv,Own-child,0,0,48,United-States,30
Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,0,0,42,United-States,61
Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,0,0,45,United-States,21
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,48,United-States,53
Self-emp-inc,Prof-school,15,Married-civ-spouse,Exec-managerial,Wife,0,2415,55,United-States,41
Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,15024,0,45,United-States,43
Private,7th-8th,4,Separated,Priv-house-serv,Unmarried,0,0,15,United-States,60
Private,10th,6,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,47
Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,0,0,40,United-States,48
Private,Bachelors,13,Never-married,Prof-specialty,Unmarried,0,0,40,United-States,32
Private,Bachelors,13,Never-married,Prof-specialty,Unmarried,0,0,40,United-States,31
State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,0,0,30,United-States,33
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,0,0,50,United-States,27
Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,0,0,40,United-States,44
Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,7298,0,45,United-States,44
Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,37
Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,0,0,40,United-States,34
Federal-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,51
Private,Masters,14,Divorced,Protective-serv,Unmarried,0,0,40,United-States,51
Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,60,United-States,25
Private,Bachelors,13,Never-married,Other-service,Not-in-family,0,0,24,Jamaica,25
Federal-gov,Bachelors,13,Married-AF-spouse,Prof-specialty,Husband,0,0,50,United-States,29
Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Not-in-family,0,0,70,United-States,36
Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,0,0,40,United-States,55
Private,Bachelors,13,Divorced,Sales,Unmarried,0,0,40,United-States,39
Private,10th,6,Divorced,Handlers-cleaners,Not-in-family,0,0,40,United-States,31
Private,Prof-school,15,Married-civ-spouse,Tech-support,Husband,0,0,40,India,31
Self-emp-inc,Assoc-voc,11,Never-married,Adm-clerical,Own-child,0,0,40,United-States,51
Private,Assoc-voc,11,Never-married,Adm-clerical,Other-relative,2463,0,40,Vietnam,30
Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,0,0,32,United-States,62
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,99999,0,60,United-States,37
Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,7688,0,50,United-States,30
Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,0,0,52,United-States,27
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,7298,0,45,United-States,32
Private,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,30,United-States,23
Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,0,0,50,United-States,35
Private,Assoc-acdm,12,Never-married,Prof-specialty,Unmarried,0,0,36,United-States,46
Self-emp-inc,Bachelors,13,Divorced,Exec-managerial,Unmarried,0,0,50,United-States,45
Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40,United-States,27
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,40,United-States,46
Private,11th,7,Married-civ-spouse,Adm-clerical,Wife,0,0,20,United-States,22
State-gov,Some-college,10,Divorced,Prof-specialty,Unmarried,0,0,30,United-States,37
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,40,Puerto-Rico,42
Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,0,0,40,United-States,45
State-gov,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,33
Private,Assoc-voc,11,Married-spouse-absent,Machine-op-inspct,Unmarried,0,0,40,United-States,46
Private,HS-grad,9,Never-married,Transport-moving,Own-child,0,0,50,United-States,24
Private,HS-grad,9,Separated,Craft-repair,Not-in-family,0,0,40,United-States,56
Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,0,0,12,United-States,34
