code_module,code_presentation,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,gender
DDD,2014J,South East Region,Lower Than A Level,10-20,0-35,0,90,N,M
DDD,2014J,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,90,N,F
DDD,2014J,South Region,A Level or Equivalent,80-90%,0-35,1,120,N,F
DDD,2014J,South West Region,HE Qualification,20-30%,0-35,3,60,N,M
DDD,2014J,Scotland,Post Graduate Qualification,60-70%,35-55,2,60,N,M
DDD,2014J,West Midlands Region,A Level or Equivalent,60-70%,0-35,1,180,N,M
DDD,2014J,Scotland,HE Qualification,10-20,35-55,0,60,N,M
DDD,2014J,West Midlands Region,Lower Than A Level,0-10%,0-35,1,60,Y,F
DDD,2014J,South East Region,HE Qualification,90-100%,35-55,0,120,N,F
DDD,2014J,Scotland,Post Graduate Qualification,60-70%,35-55,3,60,N,F
DDD,2014J,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,M
DDD,2014J,South Region,HE Qualification,60-70%,0-35,0,120,N,F
DDD,2014J,London Region,A Level or Equivalent,40-50%,35-55,0,90,N,F
DDD,2014J,Yorkshire Region,Lower Than A Level,0-10%,0-35,1,120,N,M
DDD,2014J,South East Region,Lower Than A Level,20-30%,35-55,0,60,N,M
DDD,2014J,South West Region,Lower Than A Level,90-100%,0-35,0,120,N,F
DDD,2014J,North Western Region,HE Qualification,0-10%,35-55,1,60,N,M
DDD,2014J,South Region,HE Qualification,90-100%,35-55,1,150,N,M
DDD,2014J,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,M
DDD,2014J,South Region,HE Qualification,30-40%,0-35,1,60,N,M
DDD,2014J,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,M
DDD,2014J,North Western Region,Lower Than A Level,20-30%,0-35,0,120,N,F
DDD,2014J,Scotland,HE Qualification,90-100%,35-55,0,100,N,M
DDD,2014J,London Region,A Level or Equivalent,10-20,0-35,0,120,Y,F
DDD,2014J,Wales,HE Qualification,80-90%,35-55,1,100,N,F
DDD,2014J,Scotland,HE Qualification,20-30%,0-35,0,80,N,F
DDD,2014J,West Midlands Region,A Level or Equivalent,0-10%,0-35,3,60,Y,F
DDD,2014J,South West Region,Lower Than A Level,10-20,0-35,0,60,Y,F
DDD,2014J,Scotland,A Level or Equivalent,60-70%,0-35,0,60,Y,F
DDD,2014J,Scotland,Lower Than A Level,50-60%,0-35,0,90,N,M
DDD,2014J,North Region,A Level or Equivalent,10-20,0-35,1,120,N,M
DDD,2014J,London Region,HE Qualification,40-50%,35-55,0,60,N,M
DDD,2014J,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,60,N,F
DDD,2014J,Wales,A Level or Equivalent,90-100%,0-35,1,60,N,M
DDD,2014J,South East Region,A Level or Equivalent,60-70%,0-35,2,120,Y,M
DDD,2014J,London Region,A Level or Equivalent,30-40%,0-35,3,70,N,F
DDD,2014J,South West Region,Lower Than A Level,30-40%,0-35,1,90,Y,F
DDD,2014J,Scotland,A Level or Equivalent,10-20,35-55,1,60,N,M
DDD,2014J,Scotland,HE Qualification,50-60%,0-35,0,60,N,F
DDD,2014J,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,M
DDD,2014J,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,M
DDD,2014J,South East Region,Lower Than A Level,30-40%,35-55,1,90,N,M
DDD,2014J,South Region,Lower Than A Level,90-100%,35-55,0,60,N,F
DDD,2014J,West Midlands Region,HE Qualification,10-20,0-35,0,60,N,M
DDD,2014J,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,F
DDD,2014J,South Region,Lower Than A Level,90-100%,0-35,0,60,N,F
DDD,2014J,South East Region,Lower Than A Level,0-10%,0-35,0,60,N,F
DDD,2014J,South East Region,Lower Than A Level,10-20,0-35,4,60,N,M
DDD,2014J,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,F
DDD,2014J,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,M
DDD,2014J,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,M
DDD,2014J,East Midlands Region,Lower Than A Level,50-60%,0-35,2,120,Y,F
DDD,2014J,Wales,A Level or Equivalent,10-20,0-35,2,120,N,M
DDD,2014J,North Western Region,Lower Than A Level,50-60%,0-35,0,120,N,F
DDD,2014J,Wales,Lower Than A Level,20-30%,35-55,0,180,N,F
DDD,2014J,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,M
DDD,2014J,North Western Region,A Level or Equivalent,40-50%,0-35,1,120,N,M
DDD,2014J,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,M
DDD,2014J,West Midlands Region,A Level or Equivalent,50-60%,0-35,3,60,Y,M
DDD,2014J,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,N,F
DDD,2014J,North Western Region,Lower Than A Level,0-10%,35-55,0,120,N,F
DDD,2014J,West Midlands Region,Lower Than A Level,10-20,0-35,1,120,Y,M
DDD,2014J,West Midlands Region,A Level or Equivalent,10-20,0-35,0,100,Y,F
DDD,2014J,South West Region,HE Qualification,60-70%,35-55,3,180,N,M
DDD,2014J,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,120,Y,M
DDD,2014J,North Western Region,HE Qualification,60-70%,35-55,0,60,N,F
DDD,2014J,Scotland,HE Qualification,80-90%,35-55,0,60,N,F
DDD,2014J,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,60,N,M
DDD,2014J,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,F
DDD,2014J,London Region,HE Qualification,30-40%,55<=,0,60,N,M
DDD,2014J,South West Region,Lower Than A Level,0-10%,35-55,0,120,Y,M
DDD,2014J,London Region,Lower Than A Level,60-70%,0-35,1,60,N,M
DDD,2014J,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,M
DDD,2014J,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,120,N,M
DDD,2014J,North Western Region,Lower Than A Level,0-10%,35-55,0,120,N,F
DDD,2014J,Scotland,A Level or Equivalent,20-30%,0-35,1,60,N,F
DDD,2014J,Yorkshire Region,A Level or Equivalent,10-20,35-55,1,60,N,F
DDD,2014J,East Midlands Region,HE Qualification,80-90%,0-35,0,90,N,M
DDD,2014J,Scotland,HE Qualification,30-40%,35-55,0,60,N,M
DDD,2014J,London Region,Lower Than A Level,50-60%,0-35,2,60,N,F
DDD,2014J,North Region,A Level or Equivalent,20-30%,0-35,1,60,N,M
DDD,2014J,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,M
DDD,2014J,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,M
DDD,2014J,London Region,A Level or Equivalent,20-30%,0-35,4,120,N,M
DDD,2014J,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,F
DDD,2014J,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,F
DDD,2014J,South West Region,Lower Than A Level,40-50%,0-35,0,120,Y,F
DDD,2014J,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,F
DDD,2014J,North Western Region,Lower Than A Level,0-10%,0-35,1,60,N,F
DDD,2014J,South Region,A Level or Equivalent,30-40%,0-35,1,60,N,F
DDD,2014J,South Region,Post Graduate Qualification,90-100%,35-55,0,120,N,F
DDD,2014J,North Region,A Level or Equivalent,40-50%,0-35,0,60,N,M
DDD,2014J,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,Y,M
DDD,2014J,North Western Region,Lower Than A Level,80-90%,0-35,0,150,N,F
DDD,2014J,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,F
DDD,2014J,North Region,A Level or Equivalent,10-20,0-35,1,60,N,M
DDD,2014J,South East Region,A Level or Equivalent,20-30%,35-55,0,120,N,F
DDD,2014J,Scotland,HE Qualification,50-60%,0-35,0,60,Y,F
DDD,2014J,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,F
DDD,2014J,Scotland,A Level or Equivalent,80-90%,0-35,0,90,N,F
DDD,2014J,North Western Region,No Formal quals,20-30%,0-35,0,120,N,M
DDD,2014J,West Midlands Region,Lower Than A Level,60-70%,0-35,1,60,N,M
DDD,2014J,London Region,A Level or Equivalent,30-40%,0-35,1,150,N,F
DDD,2014J,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,F
DDD,2014J,North Western Region,A Level or Equivalent,0-10%,0-35,1,60,N,M
DDD,2014J,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,M
DDD,2014J,Scotland,HE Qualification,40-50%,35-55,1,60,N,M
DDD,2014J,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,M
DDD,2014J,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,F
DDD,2014J,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,M
DDD,2014J,Wales,A Level or Equivalent,20-30%,35-55,1,60,N,M
DDD,2014J,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,N,M
DDD,2014J,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,Y,M
DDD,2014J,South West Region,A Level or Equivalent,30-40%,0-35,1,120,N,M
DDD,2014J,London Region,Lower Than A Level,10-20,0-35,1,60,N,F
DDD,2014J,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,M
DDD,2014J,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,F
DDD,2014J,West Midlands Region,Lower Than A Level,80-90%,0-35,0,120,N,F
DDD,2014J,London Region,HE Qualification,10-20,0-35,1,60,N,M
DDD,2014J,Scotland,HE Qualification,90-100%,35-55,0,60,N,M
DDD,2014J,South Region,Lower Than A Level,30-40%,0-35,0,120,N,F
DDD,2014J,South West Region,Lower Than A Level,50-60%,0-35,1,90,N,F
DDD,2014J,South West Region,Lower Than A Level,90-100%,0-35,0,60,Y,M
DDD,2014J,London Region,HE Qualification,20-30%,35-55,1,60,N,F
DDD,2014J,Wales,Lower Than A Level,10-20,35-55,2,60,Y,F
DDD,2014J,East Anglian Region,A Level or Equivalent,30-40%,35-55,1,60,N,M
DDD,2014J,South West Region,A Level or Equivalent,90-100%,35-55,0,120,N,M
DDD,2014J,Wales,Lower Than A Level,80-90%,35-55,1,60,N,F
DDD,2014J,South East Region,Lower Than A Level,50-60%,0-35,1,60,N,M
DDD,2014J,North Western Region,HE Qualification,70-80%,35-55,0,90,N,M
DDD,2014J,South West Region,No Formal quals,20-30%,0-35,3,120,N,M
DDD,2014J,London Region,Post Graduate Qualification,10-20,35-55,1,60,N,M
DDD,2014J,East Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,M
DDD,2014J,South East Region,A Level or Equivalent,40-50%,0-35,0,120,N,M
DDD,2014J,West Midlands Region,Lower Than A Level,20-30%,0-35,2,150,N,M
DDD,2014J,Scotland,A Level or Equivalent,0-10%,0-35,0,60,Y,M
DDD,2014J,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,Y,M
DDD,2014J,East Midlands Region,Lower Than A Level,10-20,0-35,1,60,N,F
DDD,2014J,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,M
DDD,2014J,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,F
DDD,2014J,South East Region,Lower Than A Level,40-50%,0-35,0,120,N,F
DDD,2014J,Scotland,HE Qualification,40-50%,0-35,1,60,N,M
DDD,2014J,Scotland,HE Qualification,10-20,0-35,1,60,N,F
DDD,2014J,North Region,A Level or Equivalent,60-70%,0-35,1,60,N,M
DDD,2014J,North Region,Lower Than A Level,10-20,0-35,0,60,N,M
DDD,2014J,East Anglian Region,HE Qualification,70-80%,0-35,0,60,N,F
DDD,2014J,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,F
DDD,2014J,Yorkshire Region,HE Qualification,20-30%,0-35,1,120,N,F
DDD,2014J,West Midlands Region,Lower Than A Level,40-50%,0-35,0,190,N,F
DDD,2014J,South West Region,A Level or Equivalent,50-60%,0-35,1,120,N,F
DDD,2014J,Scotland,A Level or Equivalent,50-60%,0-35,0,100,N,F
DDD,2014J,London Region,A Level or Equivalent,20-30%,0-35,1,60,Y,F
DDD,2014J,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,90,N,M
DDD,2014J,East Midlands Region,A Level or Equivalent,60-70%,0-35,1,90,Y,F
DDD,2014J,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,F
DDD,2014J,Wales,HE Qualification,80-90%,35-55,0,60,N,M
DDD,2014J,Wales,HE Qualification,0-10%,0-35,0,90,N,M
DDD,2014J,South East Region,A Level or Equivalent,30-40%,0-35,0,60,Y,F
DDD,2014J,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,F
DDD,2014J,West Midlands Region,Lower Than A Level,10-20,0-35,1,120,Y,M
DDD,2014J,London Region,Lower Than A Level,10-20,0-35,0,120,N,M
DDD,2014J,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,M
DDD,2014J,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,120,N,M
DDD,2014J,London Region,A Level or Equivalent,20-30%,0-35,0,90,N,F
DDD,2014J,Yorkshire Region,HE Qualification,60-70%,0-35,0,120,N,F
DDD,2014J,South West Region,A Level or Equivalent,40-50%,0-35,0,120,N,F
DDD,2014J,Yorkshire Region,A Level or Equivalent,70-80%,0-35,2,120,N,M
DDD,2014J,West Midlands Region,HE Qualification,20-30%,35-55,0,60,N,M
DDD,2014J,Ireland,A Level or Equivalent,50-60%,0-35,1,60,N,F
DDD,2014J,South West Region,A Level or Equivalent,60-70%,0-35,1,60,N,M
DDD,2014J,South West Region,HE Qualification,60-70%,0-35,0,90,N,M
DDD,2014J,South East Region,Lower Than A Level,40-50%,35-55,0,60,N,M
DDD,2014J,London Region,A Level or Equivalent,80-90%,35-55,0,60,Y,M
DDD,2014J,West Midlands Region,HE Qualification,10-20,0-35,1,60,N,F
DDD,2014J,London Region,Lower Than A Level,70-80%,35-55,0,60,N,F
DDD,2014J,North Region,A Level or Equivalent,50-60%,0-35,1,60,N,F
DDD,2014J,South Region,A Level or Equivalent,80-90%,35-55,1,60,Y,F
DDD,2014J,London Region,Lower Than A Level,30-40%,0-35,1,120,N,F
DDD,2014J,Wales,A Level or Equivalent,10-20,0-35,2,60,N,M
DDD,2014J,North Region,A Level or Equivalent,80-90%,35-55,0,60,N,F
DDD,2014J,Yorkshire Region,A Level or Equivalent,20-30%,0-35,1,120,N,F
DDD,2014J,East Anglian Region,Lower Than A Level,80-90%,0-35,1,120,N,M
DDD,2014J,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,F
DDD,2014J,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,60,N,M
DDD,2014J,Scotland,A Level or Equivalent,20-30%,0-35,0,85,Y,F
DDD,2014J,Scotland,Lower Than A Level,10-20,0-35,0,70,N,F
DDD,2014J,South Region,A Level or Equivalent,10-20,0-35,0,60,N,F
DDD,2014J,Scotland,HE Qualification,30-40%,0-35,0,150,N,M
DDD,2014J,North Western Region,A Level or Equivalent,90-100%,0-35,0,60,N,F
DDD,2014J,Yorkshire Region,A Level or Equivalent,80-90%,35-55,0,60,N,F
DDD,2014J,South East Region,Lower Than A Level,40-50%,0-35,0,120,Y,F
DDD,2014J,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,M
DDD,2014J,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,M
DDD,2014J,South Region,HE Qualification,20-30%,0-35,0,60,N,F
DDD,2014J,South West Region,Lower Than A Level,30-40%,0-35,0,60,Y,F
DDD,2014J,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,M
DDD,2014J,London Region,A Level or Equivalent,30-40%,0-35,0,90,N,M
DDD,2014J,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,M
DDD,2014J,London Region,HE Qualification,40-50%,0-35,0,60,N,F
DDD,2014J,North Western Region,Lower Than A Level,70-80%,35-55,0,120,N,M
DDD,2014J,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,F
DDD,2014J,London Region,Lower Than A Level,70-80%,35-55,0,60,N,M
DDD,2014J,Yorkshire Region,A Level or Equivalent,80-90%,0-35,1,90,N,M
DDD,2014J,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,M
DDD,2014J,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,120,N,M
DDD,2014J,South Region,HE Qualification,80-90%,0-35,0,60,N,M
DDD,2014J,South West Region,A Level or Equivalent,50-60%,0-35,0,120,N,F
DDD,2014J,South East Region,A Level or Equivalent,30-40%,35-55,0,60,N,F
DDD,2014J,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,M
DDD,2014J,Scotland,HE Qualification,90-100%,0-35,2,370,N,F
DDD,2014J,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,F
DDD,2014J,South West Region,A Level or Equivalent,80-90%,0-35,0,90,Y,F
DDD,2014J,North Region,HE Qualification,30-40%,0-35,1,60,N,F
DDD,2014J,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,M
DDD,2014J,South West Region,Lower Than A Level,60-70%,35-55,0,60,N,M
DDD,2014J,Wales,Lower Than A Level,0-10%,0-35,1,60,N,F
DDD,2014J,South Region,A Level or Equivalent,0-10%,0-35,0,60,N,F
DDD,2014J,Ireland,Lower Than A Level,60-70%,0-35,0,90,N,M
DDD,2014J,South West Region,A Level or Equivalent,40-50%,0-35,3,60,Y,M
DDD,2014J,London Region,Lower Than A Level,50-60%,0-35,0,210,N,M
DDD,2014J,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,F
DDD,2014J,Scotland,HE Qualification,0-10%,0-35,3,150,N,F
DDD,2014J,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,M
DDD,2014J,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,F
DDD,2014J,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,M
DDD,2014J,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,M
DDD,2014J,South West Region,Lower Than A Level,20-30%,0-35,1,90,Y,M
DDD,2014J,East Anglian Region,Lower Than A Level,40-50%,0-35,0,150,N,F
DDD,2014J,Scotland,A Level or Equivalent,60-70%,0-35,2,60,N,F
DDD,2014J,South Region,HE Qualification,90-100%,0-35,0,60,N,M
DDD,2014J,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,M
DDD,2014J,East Anglian Region,Lower Than A Level,90-100%,0-35,0,150,N,M
DDD,2014J,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,150,N,F
DDD,2014J,London Region,HE Qualification,20-30%,35-55,2,60,N,F
DDD,2014J,Yorkshire Region,A Level or Equivalent,30-40%,0-35,1,120,N,F
DDD,2014J,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,M
DDD,2014J,South East Region,Lower Than A Level,10-20,0-35,2,60,N,M
DDD,2014J,West Midlands Region,Lower Than A Level,10-20,0-35,1,60,N,M
DDD,2014J,South East Region,Lower Than A Level,20-30%,0-35,0,120,Y,M
DDD,2014J,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,F
DDD,2014J,London Region,A Level or Equivalent,20-30%,0-35,0,180,N,M
DDD,2014J,London Region,Lower Than A Level,60-70%,35-55,0,60,N,M
DDD,2014J,South East Region,A Level or Equivalent,50-60%,0-35,2,60,N,F
DDD,2014J,East Anglian Region,Lower Than A Level,20-30%,0-35,0,240,Y,M
DDD,2014J,South West Region,A Level or Equivalent,60-70%,35-55,1,120,N,M
DDD,2014J,Yorkshire Region,HE Qualification,40-50%,0-35,0,60,N,M
DDD,2014J,Scotland,A Level or Equivalent,30-40%,0-35,1,60,N,F
DDD,2014J,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,F
DDD,2014J,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,F
DDD,2014J,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,F
DDD,2014J,South West Region,Lower Than A Level,30-40%,0-35,0,240,N,F
DDD,2014J,London Region,A Level or Equivalent,60-70%,0-35,1,180,N,F
DDD,2014J,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,120,N,M
DDD,2014J,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,F
DDD,2014J,East Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,M
DDD,2014J,South Region,A Level or Equivalent,20-30%,0-35,0,180,N,F
DDD,2014J,South Region,A Level or Equivalent,20-30%,0-35,1,60,Y,F
DDD,2014J,South East Region,Lower Than A Level,50-60%,0-35,0,60,Y,M
DDD,2014J,North Western Region,Lower Than A Level,0-10%,0-35,1,60,N,F
DDD,2014J,East Midlands Region,HE Qualification,90-100%,0-35,1,60,N,M
DDD,2014J,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,M
DDD,2014J,Scotland,Lower Than A Level,20-30%,0-35,1,60,N,M
DDD,2014J,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,M
DDD,2014J,South East Region,Lower Than A Level,30-40%,0-35,2,90,Y,M
DDD,2014J,Yorkshire Region,Lower Than A Level,10-20,0-35,0,120,N,M
DDD,2014J,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,M
DDD,2014J,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,60,N,M
DDD,2014J,West Midlands Region,Lower Than A Level,60-70%,0-35,1,60,N,F
DDD,2014J,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,F
DDD,2014J,North Western Region,A Level or Equivalent,0-10%,35-55,0,120,Y,M
DDD,2014J,London Region,A Level or Equivalent,20-30%,0-35,1,60,N,M
DDD,2014J,South West Region,Lower Than A Level,70-80%,0-35,0,60,N,M
DDD,2014J,Wales,HE Qualification,60-70%,0-35,2,60,N,M
DDD,2014J,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,M
DDD,2014J,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,M
DDD,2014J,South Region,A Level or Equivalent,50-60%,35-55,1,60,N,F
DDD,2014J,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,M
DDD,2014J,South Region,Lower Than A Level,40-50%,35-55,0,60,N,M
DDD,2014J,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,Y,F
DDD,2014J,North Western Region,A Level or Equivalent,40-50%,35-55,0,60,N,M
DDD,2014J,Scotland,HE Qualification,80-90%,0-35,1,90,N,F
DDD,2014J,North Western Region,Lower Than A Level,70-80%,0-35,1,120,N,M
DDD,2014J,East Anglian Region,A Level or Equivalent,60-70%,35-55,2,60,Y,F
DDD,2014J,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,M
DDD,2014J,South West Region,HE Qualification,20-30%,0-35,1,60,N,M
DDD,2014J,Ireland,A Level or Equivalent,0-10%,0-35,1,120,N,F
DDD,2014J,East Anglian Region,A Level or Equivalent,30-40%,35-55,2,60,Y,F
DDD,2014J,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,F
DDD,2014J,East Anglian Region,Lower Than A Level,60-70%,0-35,1,60,N,M
DDD,2014J,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,F
DDD,2014J,South Region,A Level or Equivalent,20-30%,35-55,0,60,N,M
DDD,2014J,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,M
DDD,2014J,South Region,Lower Than A Level,60-70%,0-35,1,60,N,M
DDD,2014J,East Anglian Region,HE Qualification,40-50%,0-35,0,60,N,M
DDD,2014J,London Region,HE Qualification,40-50%,0-35,2,60,N,M
DDD,2014J,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,M
DDD,2014J,North Region,A Level or Equivalent,50-60%,0-35,0,60,N,F
DDD,2014J,North Western Region,Lower Than A Level,30-40%,0-35,1,60,N,M
DDD,2014J,North Region,Lower Than A Level,60-70%,0-35,0,60,N,F
DDD,2014J,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,F
DDD,2014J,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,F
DDD,2014J,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,F
DDD,2014J,South Region,Lower Than A Level,30-40%,0-35,1,90,N,F
DDD,2014J,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,M
DDD,2014J,Scotland,HE Qualification,20-30%,35-55,0,60,N,M
DDD,2014J,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,F
DDD,2014J,North Region,Lower Than A Level,10-20,35-55,1,60,N,F
DDD,2014J,North Region,Lower Than A Level,40-50%,0-35,2,120,N,M
DDD,2014J,Scotland,HE Qualification,70-80%,0-35,1,60,N,F
DDD,2014J,London Region,Lower Than A Level,40-50%,0-35,1,120,N,M
DDD,2014J,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,M
DDD,2014J,Ireland,A Level or Equivalent,0-10%,0-35,0,90,N,M
DDD,2014J,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,M
DDD,2014J,East Midlands Region,A Level or Equivalent,10-20,0-35,0,75,Y,F
DDD,2014J,West Midlands Region,HE Qualification,40-50%,0-35,0,60,N,M
DDD,2014J,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,F
DDD,2014J,Wales,A Level or Equivalent,60-70%,35-55,0,60,N,M
DDD,2014J,South Region,Lower Than A Level,70-80%,0-35,2,60,N,M
DDD,2014J,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,120,N,M
DDD,2014J,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,M
DDD,2014J,East Midlands Region,Lower Than A Level,10-20,0-35,1,60,N,M
DDD,2014J,South West Region,Lower Than A Level,10-20,0-35,0,120,N,F
DDD,2014J,South Region,Lower Than A Level,60-70%,0-35,0,60,Y,M
DDD,2014J,South Region,Lower Than A Level,50-60%,0-35,0,60,N,M
DDD,2014J,Wales,A Level or Equivalent,10-20,0-35,2,90,N,F
DDD,2014J,South Region,Lower Than A Level,30-40%,0-35,2,90,Y,F
DDD,2014J,London Region,HE Qualification,30-40%,0-35,0,60,N,F
DDD,2014J,West Midlands Region,Lower Than A Level,10-20,0-35,0,120,Y,F
DDD,2014J,South East Region,HE Qualification,40-50%,35-55,0,60,N,M
DDD,2014J,West Midlands Region,Lower Than A Level,10-20,0-35,1,90,N,M
DDD,2014J,East Anglian Region,Lower Than A Level,20-30%,0-35,1,60,N,M
DDD,2014J,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,150,N,F
DDD,2014J,South Region,A Level or Equivalent,50-60%,0-35,0,120,N,M
DDD,2014J,South Region,Lower Than A Level,80-90%,0-35,0,60,N,M
DDD,2014J,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,M
DDD,2014J,South East Region,A Level or Equivalent,50-60%,0-35,0,60,Y,F
DDD,2014J,East Anglian Region,Lower Than A Level,90-100%,0-35,1,60,N,M
DDD,2014J,North Western Region,Lower Than A Level,50-60%,0-35,1,60,N,M
DDD,2014J,West Midlands Region,A Level or Equivalent,10-20,35-55,0,60,N,F
DDD,2014J,London Region,HE Qualification,10-20,0-35,0,120,N,M
DDD,2014J,Wales,Lower Than A Level,50-60%,35-55,0,150,Y,F
DDD,2014J,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,Y,M
DDD,2014J,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,60,N,M
DDD,2014J,West Midlands Region,Lower Than A Level,0-10%,0-35,0,240,N,M
DDD,2014J,Scotland,A Level or Equivalent,60-70%,0-35,0,120,N,F
DDD,2014J,East Midlands Region,Lower Than A Level,50-60%,35-55,1,120,N,F
DDD,2014J,East Anglian Region,Lower Than A Level,70-80%,0-35,0,180,N,M
DDD,2014J,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,120,N,F
