code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
CCC,2014J,F,South East Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass
CCC,2014J,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn
CCC,2014J,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,90,N,Distinction
CCC,2014J,M,Scotland,HE Qualification,20-30%,0-35,0,90,N,Fail
CCC,2014J,M,North Western Region,Lower Than A Level,30-40%,35-55,0,90,N,Withdrawn
CCC,2014J,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
CCC,2014J,F,South Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn
CCC,2014J,M,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Fail
CCC,2014J,M,South West Region,Lower Than A Level,70-80%,0-35,0,120,N,Pass
CCC,2014J,M,London Region,A Level or Equivalent,10-20,0-35,0,150,N,Distinction
CCC,2014J,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Distinction
CCC,2014J,M,Wales,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn
CCC,2014J,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Fail
CCC,2014J,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn
CCC,2014J,M,Scotland,A Level or Equivalent,80-90%,0-35,0,30,N,Pass
CCC,2014J,M,Wales,Lower Than A Level,10-20,0-35,0,150,N,Distinction
CCC,2014J,M,South Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass
CCC,2014J,M,London Region,HE Qualification,30-40%,35-55,0,60,N,Distinction
CCC,2014J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
CCC,2014J,F,Scotland,A Level or Equivalent,20-30%,0-35,0,120,Y,Distinction
CCC,2014J,M,London Region,A Level or Equivalent,30-40%,35-55,0,120,Y,Distinction
CCC,2014J,F,Scotland,HE Qualification,90-100%,0-35,0,60,N,Distinction
CCC,2014J,M,North Western Region,Lower Than A Level,30-40%,0-35,0,90,Y,Withdrawn
CCC,2014J,F,Ireland,HE Qualification,90-100%,0-35,0,60,N,Pass
CCC,2014J,F,South East Region,Lower Than A Level,10-20,0-35,0,180,N,Withdrawn
CCC,2014J,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
CCC,2014J,M,North Region,HE Qualification,0-10%,0-35,0,150,N,Withdrawn
CCC,2014J,M,London Region,HE Qualification,40-50%,35-55,0,90,N,Pass
CCC,2014J,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
CCC,2014J,M,Wales,HE Qualification,20-30%,0-35,0,60,N,Distinction
CCC,2014J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn
CCC,2014J,F,London Region,Lower Than A Level,10-20,0-35,0,120,N,Fail
CCC,2014J,M,South West Region,HE Qualification,40-50%,0-35,0,60,N,Pass
CCC,2014J,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
CCC,2014J,F,South East Region,A Level or Equivalent,30-40%,35-55,0,30,N,Pass
CCC,2014J,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Pass
CCC,2014J,M,North Western Region,HE Qualification,20-30%,0-35,0,60,N,Pass
CCC,2014J,M,North Western Region,Lower Than A Level,0-10%,35-55,0,120,N,Withdrawn
CCC,2014J,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
CCC,2014J,F,South West Region,A Level or Equivalent,40-50%,0-35,0,30,Y,Distinction
CCC,2014J,M,South Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
CCC,2014J,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
CCC,2014J,M,Wales,A Level or Equivalent,60-70%,0-35,0,90,N,Withdrawn
CCC,2014J,M,South West Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn
CCC,2014J,M,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
CCC,2014J,M,Scotland,A Level or Equivalent,50-60%,0-35,0,30,N,Withdrawn
CCC,2014J,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
CCC,2014J,M,North Western Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass
CCC,2014J,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,90,N,Distinction
CCC,2014J,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
CCC,2014J,M,South West Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass
CCC,2014J,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,240,N,Withdrawn
CCC,2014J,M,South Region,A Level or Equivalent,20-30%,35-55,0,120,N,Pass
CCC,2014J,M,Scotland,HE Qualification,20-30%,35-55,0,150,N,Fail
CCC,2014J,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,90,N,Fail
CCC,2014J,M,Scotland,HE Qualification,20-30%,35-55,0,90,N,Withdrawn
CCC,2014J,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,30,N,Withdrawn
CCC,2014J,F,London Region,A Level or Equivalent,60-70%,0-35,0,180,N,Withdrawn
CCC,2014J,M,London Region,A Level or Equivalent,0-10%,0-35,0,90,N,Distinction
CCC,2014J,F,South Region,HE Qualification,90-100%,0-35,0,30,N,Withdrawn
CCC,2014J,F,London Region,Lower Than A Level,10-20,0-35,0,120,Y,Withdrawn
CCC,2014J,M,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
CCC,2014J,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass
CCC,2014J,F,East Anglian Region,HE Qualification,60-70%,0-35,0,30,N,Pass
CCC,2014J,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,30,N,Fail
CCC,2014J,F,South Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
CCC,2014J,M,West Midlands Region,HE Qualification,90-100%,0-35,0,60,N,Pass
CCC,2014J,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,Fail
CCC,2014J,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail
CCC,2014J,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn
CCC,2014J,M,Scotland,Lower Than A Level,60-70%,35-55,0,60,N,Pass
CCC,2014J,M,North Western Region,A Level or Equivalent,90-100%,0-35,0,90,N,Fail
CCC,2014J,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn
CCC,2014J,M,Wales,A Level or Equivalent,10-20,0-35,0,150,N,Pass
CCC,2014J,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
CCC,2014J,M,Scotland,Lower Than A Level,70-80%,0-35,0,120,Y,Fail
CCC,2014J,M,East Midlands Region,A Level or Equivalent,10-20,35-55,0,60,N,Distinction
CCC,2014J,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
CCC,2014J,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn
CCC,2014J,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,150,N,Withdrawn
CCC,2014J,M,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Distinction
CCC,2014J,M,West Midlands Region,HE Qualification,30-40%,35-55,0,120,N,Pass
CCC,2014J,M,Wales,HE Qualification,70-80%,0-35,0,60,N,Withdrawn
CCC,2014J,M,South West Region,HE Qualification,60-70%,0-35,0,60,N,Pass
CCC,2014J,F,London Region,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn
CCC,2014J,M,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
CCC,2014J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction
CCC,2014J,M,North Western Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass
CCC,2014J,F,South West Region,Lower Than A Level,20-30%,35-55,0,60,Y,Distinction
CCC,2014J,M,East Anglian Region,HE Qualification,60-70%,0-35,0,30,N,Pass
CCC,2014J,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,Fail
CCC,2014J,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,150,N,Pass
CCC,2014J,M,Scotland,Lower Than A Level,10-20,0-35,0,90,N,Pass
CCC,2014J,M,Scotland,HE Qualification,0-10%,0-35,0,105,Y,Withdrawn
CCC,2014J,F,South East Region,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn
CCC,2014J,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
CCC,2014J,F,Scotland,A Level or Equivalent,50-60%,35-55,0,180,Y,Withdrawn
CCC,2014J,M,South West Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn
CCC,2014J,M,Ireland,HE Qualification,70-80%,0-35,0,60,N,Pass
CCC,2014J,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,210,N,Withdrawn
CCC,2014J,M,South Region,A Level or Equivalent,30-40%,35-55,0,90,N,Distinction
CCC,2014J,M,Scotland,Lower Than A Level,30-40%,0-35,0,120,N,Pass
CCC,2014J,M,London Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail
CCC,2014J,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction
CCC,2014J,F,South West Region,A Level or Equivalent,50-60%,0-35,0,210,N,Withdrawn
CCC,2014J,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,90,N,Withdrawn
CCC,2014J,M,Scotland,Post Graduate Qualification,50-60%,0-35,0,60,N,Withdrawn
CCC,2014J,M,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass
CCC,2014J,F,Scotland,HE Qualification,50-60%,55<=,0,60,N,Distinction
CCC,2014J,F,West Midlands Region,HE Qualification,60-70%,0-35,0,120,N,Distinction
CCC,2014J,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass
CCC,2014J,F,North Western Region,A Level or Equivalent,90-100%,0-35,0,120,Y,Pass
CCC,2014J,M,South East Region,A Level or Equivalent,10-20,0-35,0,120,N,Distinction
CCC,2014J,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
CCC,2014J,M,London Region,Lower Than A Level,10-20,0-35,0,150,Y,Withdrawn
CCC,2014J,M,South Region,A Level or Equivalent,90-100%,0-35,0,150,N,Withdrawn
CCC,2014J,M,East Anglian Region,HE Qualification,70-80%,0-35,0,30,N,Pass
CCC,2014J,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass
CCC,2014J,M,South East Region,Lower Than A Level,70-80%,0-35,0,90,N,Withdrawn
CCC,2014J,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,90,N,Distinction
CCC,2014J,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
CCC,2014J,M,Scotland,HE Qualification,90-100%,55<=,0,30,N,Distinction
CCC,2014J,M,Yorkshire Region,HE Qualification,80-90%,55<=,0,30,N,Distinction
CCC,2014J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
CCC,2014J,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Fail
CCC,2014J,M,West Midlands Region,Lower Than A Level,10-20,35-55,0,240,N,Withdrawn
CCC,2014J,M,South Region,A Level or Equivalent,60-70%,0-35,0,90,N,Withdrawn
CCC,2014J,F,London Region,Lower Than A Level,10-20,35-55,0,120,Y,Withdrawn
CCC,2014J,M,South Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass
CCC,2014J,M,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction
CCC,2014J,F,South West Region,HE Qualification,30-40%,0-35,0,90,N,Withdrawn
CCC,2014J,M,Scotland,Post Graduate Qualification,90-100%,0-35,0,30,N,Pass
CCC,2014J,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
CCC,2014J,M,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,Pass
CCC,2014J,F,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
CCC,2014J,M,London Region,No Formal quals,20-30%,0-35,0,120,N,Fail
CCC,2014J,F,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
CCC,2014J,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,Y,Withdrawn
CCC,2014J,M,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn
CCC,2014J,F,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction
CCC,2014J,M,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn
CCC,2014J,M,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass
CCC,2014J,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass
CCC,2014J,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,120,N,Distinction
CCC,2014J,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,30,Y,Withdrawn
CCC,2014J,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Fail
CCC,2014J,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,90,N,Withdrawn
CCC,2014J,M,North Region,A Level or Equivalent,40-50%,0-35,0,150,N,Withdrawn
CCC,2014J,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass
CCC,2014J,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,Y,Withdrawn
CCC,2014J,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,180,N,Withdrawn
CCC,2014J,M,London Region,HE Qualification,30-40%,35-55,0,90,N,Distinction
CCC,2014J,M,West Midlands Region,Lower Than A Level,40-50%,35-55,0,90,N,Withdrawn
CCC,2014J,M,South Region,HE Qualification,80-90%,0-35,0,120,N,Distinction
CCC,2014J,F,East Anglian Region,Post Graduate Qualification,90-100%,35-55,0,30,N,Fail
CCC,2014J,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
CCC,2014J,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
CCC,2014J,F,South East Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass
CCC,2014J,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass
CCC,2014J,F,Scotland,A Level or Equivalent,50-60%,35-55,0,90,N,Pass
CCC,2014J,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,120,N,Withdrawn
CCC,2014J,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,Y,Withdrawn
CCC,2014J,M,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn
CCC,2014J,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn
CCC,2014J,F,Scotland,HE Qualification,0-10%,0-35,0,120,N,Fail
CCC,2014J,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,90,N,Distinction
CCC,2014J,M,Scotland,Lower Than A Level,80-90%,0-35,0,120,N,Pass
CCC,2014J,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
CCC,2014J,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn
CCC,2014J,M,South West Region,A Level or Equivalent,20-30%,0-35,0,150,N,Distinction
CCC,2014J,M,South West Region,HE Qualification,60-70%,0-35,0,30,N,Withdrawn
CCC,2014J,F,Ireland,A Level or Equivalent,80-90%,0-35,0,150,N,Pass
CCC,2014J,M,Scotland,Lower Than A Level,10-20,35-55,0,90,N,Pass
CCC,2014J,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
CCC,2014J,M,London Region,No Formal quals,0-10%,0-35,0,120,N,Withdrawn
CCC,2014J,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
CCC,2014J,F,Scotland,A Level or Equivalent,40-50%,0-35,0,120,N,Fail
CCC,2014J,M,Scotland,A Level or Equivalent,40-50%,35-55,0,240,N,Withdrawn
CCC,2014J,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
CCC,2014J,M,West Midlands Region,No Formal quals,30-40%,0-35,0,90,N,Withdrawn
CCC,2014J,M,South West Region,HE Qualification,70-80%,55<=,0,120,N,Distinction
CCC,2014J,M,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail
CCC,2014J,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail
CCC,2014J,M,South East Region,A Level or Equivalent,60-70%,0-35,0,180,N,Withdrawn
CCC,2014J,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn
CCC,2014J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,180,N,Withdrawn
CCC,2014J,M,South Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail
CCC,2014J,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Fail
CCC,2014J,M,South West Region,Lower Than A Level,10-20,35-55,0,60,N,Fail
CCC,2014J,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
CCC,2014J,F,Scotland,HE Qualification,70-80%,0-35,0,90,N,Fail
CCC,2014J,M,South East Region,Post Graduate Qualification,40-50%,35-55,0,90,N,Distinction
CCC,2014J,F,Scotland,A Level or Equivalent,40-50%,0-35,0,30,N,Pass
CCC,2014J,F,North Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass
CCC,2014J,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Distinction
CCC,2014J,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
CCC,2014J,M,South Region,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn
CCC,2014J,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
CCC,2014J,F,South Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass
CCC,2014J,M,South West Region,A Level or Equivalent,50-60%,0-35,0,150,N,Withdrawn
CCC,2014J,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,Y,Distinction
CCC,2014J,F,London Region,HE Qualification,20-30%,0-35,0,30,N,Pass
CCC,2014J,M,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction
CCC,2014J,M,Scotland,HE Qualification,50-60%,35-55,0,120,N,Withdrawn
CCC,2014J,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
CCC,2014J,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
CCC,2014J,M,Scotland,HE Qualification,80-90%,0-35,0,30,N,Pass
CCC,2014J,M,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
CCC,2014J,F,Ireland,Lower Than A Level,10-20,35-55,0,90,N,Withdrawn
CCC,2014J,M,London Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn
CCC,2014J,M,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Pass
CCC,2014J,M,Yorkshire Region,No Formal quals,0-10%,0-35,0,240,N,Withdrawn
CCC,2014J,M,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
CCC,2014J,M,London Region,A Level or Equivalent,10-20,0-35,0,90,N,Withdrawn
CCC,2014J,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,Y,Pass
CCC,2014J,M,North Region,Lower Than A Level,30-40%,0-35,0,90,N,Withdrawn
CCC,2014J,M,Scotland,A Level or Equivalent,80-90%,0-35,0,90,N,Pass
CCC,2014J,M,London Region,A Level or Equivalent,20-30%,0-35,0,180,N,Withdrawn
CCC,2014J,M,South East Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn
CCC,2014J,F,London Region,HE Qualification,30-40%,35-55,0,120,N,Withdrawn
CCC,2014J,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,N,Withdrawn
CCC,2014J,F,Scotland,A Level or Equivalent,80-90%,0-35,0,30,N,Distinction
CCC,2014J,F,London Region,A Level or Equivalent,30-40%,0-35,0,150,N,Pass
CCC,2014J,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail
CCC,2014J,M,Scotland,HE Qualification,30-40%,0-35,0,120,N,Distinction
CCC,2014J,M,South East Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn
CCC,2014J,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
CCC,2014J,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
CCC,2014J,M,South Region,HE Qualification,20-30%,35-55,0,60,N,Pass
CCC,2014J,M,South Region,Lower Than A Level,40-50%,0-35,0,180,Y,Withdrawn
CCC,2014J,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,N,Pass
CCC,2014J,M,South Region,HE Qualification,90-100%,0-35,0,60,N,Withdrawn
CCC,2014J,M,London Region,HE Qualification,10-20,35-55,0,210,N,Withdrawn
CCC,2014J,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn
CCC,2014J,M,London Region,A Level or Equivalent,20-30%,35-55,0,120,N,Distinction
CCC,2014J,M,South West Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass
CCC,2014J,F,East Midlands Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn
CCC,2014J,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Distinction
CCC,2014J,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
CCC,2014J,M,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
CCC,2014J,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,150,Y,Withdrawn
CCC,2014J,M,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
CCC,2014J,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
CCC,2014J,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail
CCC,2014J,F,North Region,Lower Than A Level,10-20,0-35,0,210,N,Withdrawn
CCC,2014J,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
CCC,2014J,M,Wales,HE Qualification,80-90%,0-35,0,120,N,Withdrawn
CCC,2014J,M,South West Region,Lower Than A Level,50-60%,0-35,0,120,Y,Withdrawn
CCC,2014J,M,Wales,HE Qualification,90-100%,0-35,0,60,N,Distinction
CCC,2014J,M,Scotland,HE Qualification,80-90%,35-55,0,120,N,Withdrawn
CCC,2014J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,30,Y,Pass
CCC,2014J,M,North Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Withdrawn
CCC,2014J,F,London Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass
CCC,2014J,F,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction
CCC,2014J,M,Scotland,A Level or Equivalent,0-10%,35-55,0,90,Y,Pass
CCC,2014J,M,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn
CCC,2014J,M,West Midlands Region,HE Qualification,0-10%,0-35,0,120,N,Withdrawn
CCC,2014J,M,Scotland,HE Qualification,30-40%,0-35,0,60,N,Withdrawn
CCC,2014J,F,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
CCC,2014J,M,Scotland,HE Qualification,60-70%,0-35,0,60,N,Fail
CCC,2014J,M,South West Region,A Level or Equivalent,40-50%,35-55,0,180,N,Withdrawn
CCC,2014J,F,South West Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn
CCC,2014J,M,London Region,A Level or Equivalent,30-40%,0-35,0,240,N,Withdrawn
CCC,2014J,M,South East Region,A Level or Equivalent,80-90%,0-35,0,90,N,Distinction
CCC,2014J,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,150,Y,Withdrawn
CCC,2014J,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,120,N,Withdrawn
CCC,2014J,M,South East Region,HE Qualification,90-100%,55<=,0,60,N,Distinction
CCC,2014J,M,Scotland,A Level or Equivalent,50-60%,0-35,0,120,Y,Fail
CCC,2014J,M,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn
CCC,2014J,M,London Region,HE Qualification,40-50%,35-55,0,30,N,Distinction
CCC,2014J,F,Scotland,HE Qualification,0-10%,0-35,0,120,N,Withdrawn
CCC,2014J,M,Scotland,A Level or Equivalent,30-40%,0-35,0,30,N,Fail
CCC,2014J,M,South West Region,A Level or Equivalent,50-60%,55<=,0,60,N,Withdrawn
CCC,2014J,M,Scotland,HE Qualification,90-100%,55<=,0,150,N,Withdrawn
CCC,2014J,M,Scotland,HE Qualification,80-90%,55<=,0,30,N,Distinction
CCC,2014J,M,Scotland,Lower Than A Level,50-60%,55<=,0,30,N,Fail
CCC,2014J,M,South Region,HE Qualification,90-100%,55<=,0,30,N,Withdrawn
CCC,2014J,M,South East Region,HE Qualification,90-100%,55<=,0,60,N,Pass
CCC,2014J,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,120,N,Pass
CCC,2014J,M,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction
CCC,2014J,M,Scotland,A Level or Equivalent,40-50%,35-55,0,60,N,Fail
CCC,2014J,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
CCC,2014J,F,South West Region,HE Qualification,40-50%,35-55,0,90,N,Pass
CCC,2014J,M,Wales,HE Qualification,50-60%,35-55,0,60,N,Fail
CCC,2014J,M,North Western Region,HE Qualification,30-40%,35-55,0,60,N,Pass
CCC,2014J,M,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,180,N,Withdrawn
CCC,2014J,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,240,N,Pass
CCC,2014J,F,London Region,HE Qualification,30-40%,35-55,1,60,N,Withdrawn
CCC,2014J,M,East Midlands Region,HE Qualification,70-80%,35-55,0,30,N,Pass
CCC,2014J,M,Wales,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn
CCC,2014J,M,South Region,Lower Than A Level,70-80%,55<=,0,60,N,Withdrawn
CCC,2014J,F,Scotland,HE Qualification,20-30%,35-55,0,30,N,Withdrawn
CCC,2014J,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Distinction
CCC,2014J,M,North Region,HE Qualification,80-90%,35-55,0,120,N,Distinction
CCC,2014J,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,1,220,N,Withdrawn
CCC,2014J,M,South West Region,HE Qualification,40-50%,35-55,1,60,N,Withdrawn
CCC,2014J,M,East Midlands Region,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn
CCC,2014J,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,150,N,Pass
CCC,2014J,F,Scotland,HE Qualification,50-60%,35-55,0,30,N,Fail
CCC,2014J,F,Ireland,Lower Than A Level,50-60%,35-55,1,30,N,Withdrawn
CCC,2014J,M,Scotland,HE Qualification,60-70%,35-55,0,60,N,Pass
CCC,2014J,M,London Region,HE Qualification,90-100%,55<=,0,30,N,Fail
CCC,2014J,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,N,Pass
CCC,2014J,M,Wales,HE Qualification,20-30%,35-55,0,90,N,Pass
CCC,2014J,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,90,N,Pass
CCC,2014J,M,East Anglian Region,HE Qualification,60-70%,35-55,0,60,N,Distinction
CCC,2014J,M,Ireland,HE Qualification,60-70%,35-55,0,30,Y,Withdrawn
CCC,2014J,M,South West Region,A Level or Equivalent,70-80%,35-55,0,120,N,Distinction
